datetime	theta25	theta45	theta75
2021-05-03T11:00:00Z	0.217	0.186	NA
2021-05-03T11:15:00Z	0.209	0.183	0.184
2021-05-03T11:30:00Z	0.209	0.187	NA
2021-05-03T11:45:00Z	0.212	0.186	0.18
2021-05-03T12:00:00Z	0.217	0.181	NA
2021-05-03T12:15:00Z	0.209	0.187	NA
2021-05-03T12:30:00Z	0.21	0.186	NA
2021-05-03T12:45:00Z	0.215	0.183	0.179
2021-05-03T13:00:00Z	0.212	0.182	0.187
2021-05-03T13:15:00Z	0.211	0.179	0.183
2021-05-03T13:30:00Z	0.213	0.178	NA
2021-05-03T13:45:00Z	0.212	0.186	0.18
2021-05-03T14:00:00Z	0.211	0.181	0.194
2021-05-03T14:15:00Z	0.208	0.183	0.182
2021-05-03T14:30:00Z	0.213	0.181	0.177
2021-05-03T14:45:00Z	0.211	0.184	0.179
2021-05-03T15:00:00Z	0.215	0.182	0.166
2021-05-03T15:15:00Z	0.209	0.181	0.179
2021-05-03T15:30:00Z	0.206	0.18	0.178
2021-05-03T15:45:00Z	0.209	0.184	0.177
2021-05-03T16:00:00Z	0.212	0.184	NA
2021-05-03T16:15:00Z	0.21	0.18	0.183
2021-05-03T16:30:00Z	0.209	0.181	0.147
2021-05-03T16:45:00Z	0.211	0.183	0.173
2021-05-03T17:00:00Z	0.212	0.183	0.183
2021-05-03T17:15:00Z	0.213	0.183	0.176
2021-05-03T17:30:00Z	0.21	0.185	0.181
2021-05-03T17:45:00Z	0.208	0.18	0.181
2021-05-03T18:00:00Z	0.211	0.182	0.18
2021-05-03T18:15:00Z	0.21	0.185	0.185
2021-05-03T18:30:00Z	0.209	0.181	0.156
2021-05-03T18:45:00Z	0.21	0.182	NA
2021-05-03T19:00:00Z	0.214	0.178	0.183
2021-05-03T19:15:00Z	0.209	0.18	0.158
2021-05-03T19:30:00Z	0.212	0.183	0.179
2021-05-03T19:45:00Z	0.213	0.183	0.179
2021-05-03T20:00:00Z	0.211	0.184	0.182
2021-05-03T20:15:00Z	0.21	0.185	0.177
2021-05-03T20:30:00Z	0.208	0.18	0.182
2021-05-03T20:45:00Z	0.208	0.182	0.162
2021-05-03T21:00:00Z	0.213	0.183	0.18
2021-05-03T21:15:00Z	0.212	0.184	0.179
2021-05-03T21:30:00Z	0.214	0.179	0.181
2021-05-03T21:45:00Z	0.211	0.182	0.181
2021-05-03T22:00:00Z	0.212	0.184	0.175
2021-05-03T22:15:00Z	0.214	0.179	0.189
2021-05-03T22:30:00Z	0.211	0.184	0.181
2021-05-03T22:45:00Z	0.213	0.179	0.188
2021-05-03T23:00:00Z	0.212	0.181	0.173
2021-05-03T23:15:00Z	0.212	0.18	0.184
2021-05-03T23:30:00Z	0.213	0.183	0.175
2021-05-03T23:45:00Z	0.212	0.182	0.178
2021-05-04T00:00:00Z	0.208	0.182	0.176
2021-05-04T00:15:00Z	0.211	0.181	0.187
2021-05-04T00:30:00Z	0.213	0.181	0.189
2021-05-04T00:45:00Z	0.213	0.184	0.183
2021-05-04T01:00:00Z	0.211	0.183	0.186
2021-05-04T01:15:00Z	0.209	0.181	0.172
2021-05-04T01:30:00Z	0.21	0.181	0.176
2021-05-04T01:45:00Z	0.211	0.184	0.184
2021-05-04T02:00:00Z	0.213	0.185	0.176
2021-05-04T02:15:00Z	0.209	0.18	0.184
2021-05-04T02:30:00Z	0.21	0.182	0.176
2021-05-04T02:45:00Z	0.211	0.182	0.179
2021-05-04T03:00:00Z	0.212	0.182	0.183
2021-05-04T03:15:00Z	0.212	0.183	0.188
2021-05-04T03:30:00Z	0.211	0.183	0.185
2021-05-04T03:45:00Z	0.213	0.179	0.18
2021-05-04T04:00:00Z	0.212	0.183	0.173
2021-05-04T04:15:00Z	0.211	0.18	0.176
2021-05-04T04:30:00Z	0.21	0.178	0.174
2021-05-04T04:45:00Z	0.212	0.18	0.175
2021-05-04T05:00:00Z	0.208	0.179	0.172
2021-05-04T05:15:00Z	0.21	0.184	0.179
2021-05-04T05:30:00Z	0.211	0.18	0.18
2021-05-04T05:45:00Z	0.212	0.185	0.178
2021-05-04T06:00:00Z	0.211	0.185	NA
2021-05-04T06:15:00Z	0.209	0.18	NA
2021-05-04T06:30:00Z	0.21	0.178	NA
2021-05-04T06:45:00Z	0.209	0.184	0.183
2021-05-04T07:00:00Z	0.213	0.184	NA
2021-05-04T07:15:00Z	0.208	0.183	0.184
2021-05-04T07:30:00Z	0.211	0.184	0.182
2021-05-04T07:45:00Z	0.213	0.184	0.18
2021-05-04T08:00:00Z	0.209	0.184	0.181
2021-05-04T08:15:00Z	0.214	0.181	0.179
2021-05-04T08:30:00Z	0.21	0.18	0.181
2021-05-04T08:45:00Z	0.21	0.176	0.183
2021-05-04T09:00:00Z	0.21	0.182	0.173
2021-05-04T09:15:00Z	0.211	0.181	0.178
2021-05-04T09:30:00Z	0.214	0.183	0.181
2021-05-04T09:45:00Z	0.213	0.184	NA
2021-05-04T10:00:00Z	0.215	0.176	0.176
2021-05-04T10:15:00Z	0.213	0.179	NA
2021-05-04T10:30:00Z	0.217	0.187	NA
2021-05-04T10:45:00Z	0.209	0.181	0.181
2021-05-04T11:00:00Z	0.212	0.18	0.18
2021-05-04T11:15:00Z	0.213	0.179	0.182
2021-05-04T11:30:00Z	0.21	0.184	0.18
2021-05-04T11:45:00Z	0.209	0.18	0.175
2021-05-04T12:00:00Z	0.213	0.179	NA
2021-05-04T12:15:00Z	0.212	0.183	0.184
2021-05-04T12:30:00Z	0.207	0.181	0.18
2021-05-04T12:45:00Z	0.21	0.176	NA
2021-05-04T13:00:00Z	0.209	0.177	NA
2021-05-04T13:15:00Z	0.208	0.187	NA
2021-05-04T13:30:00Z	0.214	0.183	0.171
2021-05-04T13:45:00Z	0.209	0.179	NA
2021-05-04T14:00:00Z	0.215	0.183	NA
2021-05-04T14:15:00Z	0.211	0.179	0.185
2021-05-04T14:30:00Z	0.207	0.18	0.18
2021-05-04T14:45:00Z	0.214	0.185	NA
2021-05-04T15:00:00Z	0.208	0.182	0.186
2021-05-04T15:15:00Z	0.213	0.178	0.176
2021-05-04T15:30:00Z	0.211	0.18	0.186
2021-05-04T15:45:00Z	0.211	0.182	0.175
2021-05-04T16:00:00Z	0.213	0.182	NA
2021-05-04T16:15:00Z	0.211	0.181	0.173
2021-05-04T16:30:00Z	0.214	0.18	NA
2021-05-04T16:45:00Z	0.211	0.177	NA
2021-05-04T17:00:00Z	0.208	0.179	NA
2021-05-04T17:15:00Z	0.211	0.186	0.173
2021-05-04T17:30:00Z	0.211	0.187	0.182
2021-05-04T17:45:00Z	0.213	0.179	NA
2021-05-04T18:00:00Z	0.209	0.183	NA
2021-05-04T18:15:00Z	0.213	0.183	0.186
2021-05-04T18:30:00Z	0.21	0.183	0.183
2021-05-04T18:45:00Z	0.214	0.178	NA
2021-05-04T19:00:00Z	0.215	0.182	NA
2021-05-04T19:15:00Z	0.21	0.179	0.176
2021-05-04T19:30:00Z	0.211	0.181	0.186
2021-05-04T19:45:00Z	0.21	0.179	0.179
2021-05-04T20:00:00Z	0.211	0.183	0.17
2021-05-04T20:15:00Z	0.214	0.181	0.18
2021-05-04T20:30:00Z	0.212	0.18	0.17
2021-05-04T20:45:00Z	0.209	0.18	0.187
2021-05-04T21:00:00Z	0.211	0.18	0.173
2021-05-04T21:15:00Z	0.21	0.18	0.187
2021-05-04T21:30:00Z	0.212	0.184	0.18
2021-05-04T21:45:00Z	0.208	0.181	0.176
2021-05-04T22:00:00Z	0.207	0.183	0.178
2021-05-04T22:15:00Z	0.208	0.185	0.181
2021-05-04T22:30:00Z	0.213	0.188	0.175
2021-05-04T22:45:00Z	0.209	0.183	0.176
2021-05-04T23:00:00Z	0.21	0.182	0.183
2021-05-04T23:15:00Z	0.212	0.178	0.174
2021-05-04T23:30:00Z	0.211	0.185	0.18
2021-05-04T23:45:00Z	0.209	0.177	0.183
2021-05-05T00:00:00Z	0.212	0.181	0.175
2021-05-05T00:15:00Z	0.212	0.183	0.177
2021-05-05T00:30:00Z	0.21	0.183	0.173
2021-05-05T00:45:00Z	0.206	0.183	0.182
2021-05-05T01:00:00Z	0.211	0.18	0.182
2021-05-05T01:15:00Z	0.208	0.178	0.177
2021-05-05T01:30:00Z	0.213	0.179	0.181
2021-05-05T01:45:00Z	0.214	0.18	0.182
2021-05-05T02:00:00Z	0.215	0.186	0.181
2021-05-05T02:15:00Z	0.213	0.183	0.184
2021-05-05T02:30:00Z	0.211	0.185	0.176
2021-05-05T02:45:00Z	0.211	0.18	0.177
2021-05-05T03:00:00Z	0.21	0.181	0.18
2021-05-05T03:15:00Z	0.211	0.184	0.184
2021-05-05T03:30:00Z	0.209	0.181	0.183
2021-05-05T03:45:00Z	0.212	0.184	0.18
2021-05-05T04:00:00Z	0.21	0.182	0.169
2021-05-05T04:15:00Z	0.212	0.185	0.171
2021-05-05T04:30:00Z	0.214	0.182	0.176
2021-05-05T04:45:00Z	0.213	0.175	0.175
2021-05-05T05:00:00Z	0.209	0.182	0.182
2021-05-05T05:15:00Z	0.214	0.183	0.177
2021-05-05T05:30:00Z	0.21	0.179	0.167
2021-05-05T05:45:00Z	0.208	0.178	0.176
2021-05-05T06:00:00Z	0.209	0.179	0.176
2021-05-05T06:15:00Z	0.21	0.184	NA
2021-05-05T06:30:00Z	0.212	0.178	0.18
2021-05-05T06:45:00Z	0.21	0.182	0.177
2021-05-05T07:00:00Z	0.21	0.182	0.173
2021-05-05T07:15:00Z	0.208	0.182	0.174
2021-05-05T07:30:00Z	0.208	0.176	0.185
2021-05-05T07:45:00Z	0.211	0.184	0.178
2021-05-05T08:00:00Z	0.207	0.181	0.18
2021-05-05T08:15:00Z	0.205	0.18	0.177
2021-05-05T08:30:00Z	0.207	0.179	NA
2021-05-05T08:45:00Z	0.21	0.181	NA
2021-05-05T09:00:00Z	0.21	0.179	NA
2021-05-05T09:15:00Z	0.212	0.18	0.182
2021-05-05T09:30:00Z	0.212	0.178	0.177
2021-05-05T09:45:00Z	0.211	0.177	NA
2021-05-05T10:00:00Z	0.21	0.181	NA
2021-05-05T10:15:00Z	0.208	0.182	NA
2021-05-05T10:30:00Z	0.212	0.182	NA
2021-05-05T10:45:00Z	0.207	0.175	NA
2021-05-05T11:00:00Z	0.206	0.18	NA
2021-05-05T11:15:00Z	0.212	0.182	NA
2021-05-05T11:30:00Z	0.209	0.18	0.179
2021-05-05T11:45:00Z	0.208	0.181	0.184
2021-05-05T12:00:00Z	0.211	0.183	NA
2021-05-05T12:15:00Z	0.211	0.18	0.176
2021-05-05T12:30:00Z	0.21	0.184	NA
2021-05-05T12:45:00Z	0.21	0.178	NA
2021-05-05T13:00:00Z	0.21	0.181	0.19
2021-05-05T13:15:00Z	0.208	0.18	0.187
2021-05-05T13:30:00Z	0.207	0.182	0.177
2021-05-05T13:45:00Z	0.209	0.182	0.179
2021-05-05T14:00:00Z	0.21	0.178	NA
2021-05-05T14:15:00Z	0.212	0.179	NA
2021-05-05T14:30:00Z	0.208	0.181	NA
2021-05-05T14:45:00Z	0.216	0.182	NA
2021-05-05T15:00:00Z	0.208	0.176	0.178
2021-05-05T15:15:00Z	0.21	0.183	0.188
2021-05-05T15:30:00Z	0.207	0.185	0.188
2021-05-05T15:45:00Z	0.212	0.18	NA
2021-05-05T16:00:00Z	0.205	0.178	0.179
2021-05-05T16:15:00Z	0.206	0.182	0.181
2021-05-05T16:30:00Z	0.212	0.182	0.18
2021-05-05T16:45:00Z	0.209	0.182	0.184
2021-05-05T17:00:00Z	0.211	0.184	NA
2021-05-05T17:15:00Z	0.208	0.179	NA
2021-05-05T17:30:00Z	0.209	0.18	0.183
2021-05-05T17:45:00Z	0.208	0.18	0.18
2021-05-05T18:00:00Z	0.205	0.181	0.171
2021-05-05T18:15:00Z	0.208	0.175	0.178
2021-05-05T18:30:00Z	0.207	0.178	NA
2021-05-05T18:45:00Z	0.208	0.179	0.181
2021-05-05T19:00:00Z	0.208	0.184	0.18
2021-05-05T19:15:00Z	0.209	0.18	0.175
2021-05-05T19:30:00Z	0.209	0.18	0.18
2021-05-05T19:45:00Z	0.209	0.181	NA
2021-05-05T20:00:00Z	0.208	0.179	0.178
2021-05-05T20:15:00Z	0.207	0.181	NA
2021-05-05T20:30:00Z	0.209	0.183	0.185
2021-05-05T20:45:00Z	0.211	0.176	NA
2021-05-05T21:00:00Z	0.208	0.184	0.178
2021-05-05T21:15:00Z	0.208	0.182	0.175
2021-05-05T21:30:00Z	0.211	0.179	0.182
2021-05-05T21:45:00Z	0.207	0.179	0.185
2021-05-05T22:00:00Z	0.207	0.182	0.178
2021-05-05T22:15:00Z	0.21	0.182	0.182
2021-05-05T22:30:00Z	0.21	0.181	0.182
2021-05-05T22:45:00Z	0.208	0.182	0.189
2021-05-05T23:00:00Z	0.208	0.178	0.175
2021-05-05T23:15:00Z	0.211	0.18	0.178
2021-05-05T23:30:00Z	0.208	0.178	0.185
2021-05-05T23:45:00Z	0.212	0.179	0.184
2021-05-06T00:00:00Z	NA	NA	NA
2021-05-06T00:15:00Z	0.21	0.178	0.178
2021-05-06T00:30:00Z	0.208	0.179	0.177
2021-05-06T00:45:00Z	0.209	0.178	0.18
2021-05-06T01:00:00Z	0.209	0.182	0.185
2021-05-06T01:15:00Z	0.209	0.181	0.184
2021-05-06T01:30:00Z	0.206	0.178	0.177
2021-05-06T01:45:00Z	0.213	0.178	0.168
2021-05-06T02:00:00Z	0.209	0.178	0.179
2021-05-06T02:15:00Z	0.207	0.179	0.179
2021-05-06T02:30:00Z	0.209	0.183	0.179
2021-05-06T02:45:00Z	0.206	0.181	0.181
2021-05-06T03:00:00Z	0.208	0.181	0.192
2021-05-06T03:15:00Z	0.208	0.179	0.172
2021-05-06T03:30:00Z	0.211	0.181	0.174
2021-05-06T03:45:00Z	0.208	0.179	0.17
2021-05-06T04:00:00Z	0.207	0.176	0.184
2021-05-06T04:15:00Z	0.207	0.182	0.175
2021-05-06T04:30:00Z	0.207	0.18	0.177
2021-05-06T04:45:00Z	0.207	0.18	0.18
2021-05-06T05:00:00Z	0.209	0.178	0.179
2021-05-06T05:15:00Z	0.207	0.174	0.182
2021-05-06T05:30:00Z	0.207	0.183	0.174
2021-05-06T05:45:00Z	0.21	0.182	0.174
2021-05-06T06:00:00Z	0.211	0.178	0.176
2021-05-06T06:15:00Z	0.208	0.181	NA
2021-05-06T06:30:00Z	0.21	0.179	0.179
2021-05-06T06:45:00Z	0.21	0.178	0.176
2021-05-06T07:00:00Z	0.21	0.183	0.178
2021-05-06T07:15:00Z	0.208	0.181	0.178
2021-05-06T07:30:00Z	0.208	0.18	0.177
2021-05-06T07:45:00Z	0.211	0.179	NA
2021-05-06T08:00:00Z	0.206	0.179	0.175
2021-05-06T08:15:00Z	0.206	0.18	NA
2021-05-06T08:30:00Z	0.206	0.176	0.169
2021-05-06T08:45:00Z	0.208	0.181	NA
2021-05-06T09:00:00Z	0.212	0.179	NA
2021-05-06T09:15:00Z	0.205	0.182	0.182
2021-05-06T09:30:00Z	0.211	0.18	0.183
2021-05-06T09:45:00Z	0.209	0.18	0.164
2021-05-06T10:00:00Z	0.212	0.181	0.179
2021-05-06T10:15:00Z	0.206	0.179	0.183
2021-05-06T10:30:00Z	0.208	0.179	NA
2021-05-06T10:45:00Z	0.205	0.177	0.172
2021-05-06T11:00:00Z	0.206	0.179	0.178
2021-05-06T11:15:00Z	0.208	0.178	0.179
2021-05-06T11:30:00Z	0.209	0.179	NA
2021-05-06T11:45:00Z	0.206	0.182	0.177
2021-05-06T12:00:00Z	0.207	0.181	NA
2021-05-06T12:15:00Z	0.209	0.182	0.183
2021-05-06T12:30:00Z	0.212	0.179	0.177
2021-05-06T12:45:00Z	0.208	0.182	0.188
2021-05-06T13:00:00Z	0.209	0.181	NA
2021-05-06T13:15:00Z	0.21	0.181	0.184
2021-05-06T13:30:00Z	0.207	0.176	NA
2021-05-06T13:45:00Z	0.211	0.176	0.178
2021-05-06T14:00:00Z	0.21	0.176	NA
2021-05-06T14:15:00Z	0.211	0.183	NA
2021-05-06T14:30:00Z	0.214	0.179	NA
2021-05-06T14:45:00Z	0.209	0.183	NA
2021-05-06T15:00:00Z	0.208	0.182	0.181
2021-05-06T15:15:00Z	0.207	0.182	0.173
2021-05-06T15:30:00Z	0.21	0.176	0.179
2021-05-06T15:45:00Z	0.208	0.175	0.184
2021-05-06T16:00:00Z	0.211	0.182	NA
2021-05-06T16:15:00Z	0.204	0.179	0.168
2021-05-06T16:30:00Z	0.207	0.177	0.184
2021-05-06T16:45:00Z	0.211	0.177	0.182
2021-05-06T17:00:00Z	0.207	0.178	0.182
2021-05-06T17:15:00Z	0.205	0.178	0.175
2021-05-06T17:30:00Z	0.211	0.179	0.17
2021-05-06T17:45:00Z	0.208	0.177	NA
2021-05-06T18:00:00Z	0.211	0.179	NA
2021-05-06T18:15:00Z	0.205	0.181	0.176
2021-05-06T18:30:00Z	0.213	0.182	NA
2021-05-06T18:45:00Z	0.202	0.179	0.178
2021-05-06T19:00:00Z	0.212	0.178	NA
2021-05-06T19:15:00Z	0.209	0.179	0.177
2021-05-06T19:30:00Z	0.209	0.181	0.18
2021-05-06T19:45:00Z	0.209	0.178	0.182
2021-05-06T20:00:00Z	0.205	0.176	NA
2021-05-06T20:15:00Z	0.208	0.176	0.184
2021-05-06T20:30:00Z	0.211	0.18	0.177
2021-05-06T20:45:00Z	0.205	0.181	0.185
2021-05-06T21:00:00Z	0.21	0.177	0.182
2021-05-06T21:15:00Z	0.206	0.178	0.182
2021-05-06T21:30:00Z	0.206	0.179	0.177
2021-05-06T21:45:00Z	0.208	0.177	0.185
2021-05-06T22:00:00Z	0.211	0.176	0.176
2021-05-06T22:15:00Z	0.205	0.177	0.18
2021-05-06T22:30:00Z	0.208	0.181	0.18
2021-05-06T22:45:00Z	0.207	0.176	0.181
2021-05-06T23:00:00Z	0.206	0.178	0.182
2021-05-06T23:15:00Z	0.205	0.178	0.18
2021-05-06T23:30:00Z	0.208	0.181	0.177
2021-05-06T23:45:00Z	0.205	0.179	0.181
2021-05-07T00:00:00Z	0.207	0.178	0.182
2021-05-07T00:15:00Z	0.207	0.178	0.177
2021-05-07T00:30:00Z	0.209	0.177	0.177
2021-05-07T00:45:00Z	0.207	0.183	0.175
2021-05-07T01:00:00Z	0.206	0.179	0.173
2021-05-07T01:15:00Z	0.207	0.178	0.183
2021-05-07T01:30:00Z	0.212	0.18	0.153
2021-05-07T01:45:00Z	0.212	0.18	0.176
2021-05-07T02:00:00Z	0.207	0.179	0.177
2021-05-07T02:15:00Z	0.207	0.178	0.187
2021-05-07T02:30:00Z	0.205	0.18	0.181
2021-05-07T02:45:00Z	0.206	0.18	0.177
2021-05-07T03:00:00Z	0.212	0.178	0.172
2021-05-07T03:15:00Z	0.208	0.181	0.174
2021-05-07T03:30:00Z	0.207	0.178	0.182
2021-05-07T03:45:00Z	0.206	0.178	0.181
2021-05-07T04:00:00Z	0.207	0.181	0.177
2021-05-07T04:15:00Z	0.209	0.181	0.176
2021-05-07T04:30:00Z	0.21	0.181	NA
2021-05-07T04:45:00Z	0.208	0.178	NA
2021-05-07T05:00:00Z	0.208	0.181	0.177
2021-05-07T05:15:00Z	0.207	0.178	0.18
2021-05-07T05:30:00Z	0.207	0.176	0.18
2021-05-07T05:45:00Z	0.209	0.179	0.178
2021-05-07T06:00:00Z	0.21	0.182	0.182
2021-05-07T06:15:00Z	0.207	0.18	0.172
2021-05-07T06:30:00Z	0.206	0.178	NA
2021-05-07T06:45:00Z	0.207	0.18	NA
2021-05-07T07:00:00Z	0.209	0.178	0.184
2021-05-07T07:15:00Z	0.208	0.179	0.184
2021-05-07T07:30:00Z	0.202	0.176	NA
2021-05-07T07:45:00Z	0.209	0.179	0.176
2021-05-07T08:00:00Z	0.209	0.18	0.173
2021-05-07T08:15:00Z	0.206	0.181	0.185
2021-05-07T08:30:00Z	0.206	0.182	0.18
2021-05-07T08:45:00Z	0.205	0.178	0.182
2021-05-07T09:00:00Z	0.207	0.18	0.181
2021-05-07T09:15:00Z	0.208	0.181	0.183
2021-05-07T09:30:00Z	0.208	0.177	NA
2021-05-07T09:45:00Z	0.21	0.175	NA
2021-05-07T10:00:00Z	0.21	0.177	NA
2021-05-07T10:15:00Z	0.202	0.175	NA
2021-05-07T10:30:00Z	0.211	0.179	NA
2021-05-07T10:45:00Z	0.204	0.182	0.185
2021-05-07T11:00:00Z	0.207	0.18	0.184
2021-05-07T11:15:00Z	0.203	0.181	NA
2021-05-07T11:30:00Z	0.202	0.176	NA
2021-05-07T11:45:00Z	0.211	0.172	NA
2021-05-07T12:00:00Z	0.209	0.183	0.172
2021-05-07T12:15:00Z	0.204	0.179	0.177
2021-05-07T12:30:00Z	0.212	0.182	NA
2021-05-07T12:45:00Z	0.204	0.18	0.175
2021-05-07T13:00:00Z	0.209	0.179	0.173
2021-05-07T13:15:00Z	0.209	0.179	NA
2021-05-07T13:30:00Z	0.202	0.178	0.183
2021-05-07T13:45:00Z	0.204	0.174	NA
2021-05-07T14:00:00Z	0.211	0.18	NA
2021-05-07T14:15:00Z	0.209	0.172	0.181
2021-05-07T14:30:00Z	0.206	0.177	0.19
2021-05-07T14:45:00Z	0.209	0.178	0.176
2021-05-07T15:00:00Z	0.21	0.178	0.181
2021-05-07T15:15:00Z	0.205	0.177	0.174
2021-05-07T15:30:00Z	0.207	0.175	0.171
2021-05-07T15:45:00Z	0.203	0.182	NA
2021-05-07T16:00:00Z	0.208	0.179	0.18
2021-05-07T16:15:00Z	0.205	0.178	0.184
2021-05-07T16:30:00Z	0.207	0.181	0.176
2021-05-07T16:45:00Z	0.208	0.179	NA
2021-05-07T17:00:00Z	0.207	0.178	0.174
2021-05-07T17:15:00Z	0.203	0.174	NA
2021-05-07T17:30:00Z	0.208	0.175	NA
2021-05-07T17:45:00Z	0.21	0.179	NA
2021-05-07T18:00:00Z	0.21	0.183	NA
2021-05-07T18:15:00Z	0.206	0.178	0.179
2021-05-07T18:30:00Z	0.203	0.179	0.167
2021-05-07T18:45:00Z	0.203	0.177	0.165
2021-05-07T19:00:00Z	0.2	0.174	0.183
2021-05-07T19:15:00Z	0.207	0.18	0.17
2021-05-07T19:30:00Z	0.209	0.178	0.164
2021-05-07T19:45:00Z	0.209	0.178	0.183
2021-05-07T20:00:00Z	0.207	0.176	NA
2021-05-07T20:15:00Z	0.21	0.179	0.176
2021-05-07T20:30:00Z	0.207	0.178	0.187
2021-05-07T20:45:00Z	0.203	0.178	0.18
2021-05-07T21:00:00Z	0.203	0.183	0.141
2021-05-07T21:15:00Z	0.201	0.176	0.179
2021-05-07T21:30:00Z	0.209	0.176	0.173
2021-05-07T21:45:00Z	0.206	0.181	0.172
2021-05-07T22:00:00Z	0.206	0.18	0.186
2021-05-07T22:15:00Z	0.205	0.18	0.173
2021-05-07T22:30:00Z	0.205	0.173	0.162
2021-05-07T22:45:00Z	0.204	0.176	0.183
2021-05-07T23:00:00Z	0.207	0.177	0.176
2021-05-07T23:15:00Z	0.206	0.179	0.176
2021-05-07T23:30:00Z	0.205	0.178	0.176
2021-05-07T23:45:00Z	0.207	0.179	0.179
2021-05-08T00:00:00Z	0.207	0.181	0.176
2021-05-08T00:15:00Z	0.207	0.178	0.177
2021-05-08T00:30:00Z	0.205	0.177	0.178
2021-05-08T00:45:00Z	0.206	0.179	0.179
2021-05-08T01:00:00Z	0.205	0.178	0.182
2021-05-08T01:15:00Z	0.204	0.18	0.175
2021-05-08T01:30:00Z	0.203	0.178	0.178
2021-05-08T01:45:00Z	0.208	0.174	0.186
2021-05-08T02:00:00Z	0.207	0.177	0.173
2021-05-08T02:15:00Z	0.21	0.178	0.176
2021-05-08T02:30:00Z	0.206	0.178	0.181
2021-05-08T02:45:00Z	0.208	0.178	0.179
2021-05-08T03:00:00Z	0.206	0.179	0.185
2021-05-08T03:15:00Z	0.21	0.176	0.182
2021-05-08T03:30:00Z	0.208	0.178	0.175
2021-05-08T03:45:00Z	0.207	0.179	0.184
2021-05-08T04:00:00Z	0.206	0.18	0.184
2021-05-08T04:15:00Z	0.207	0.175	0.174
2021-05-08T04:30:00Z	0.206	0.177	0.178
2021-05-08T04:45:00Z	0.21	0.176	0.177
2021-05-08T05:00:00Z	0.203	0.179	0.183
2021-05-08T05:15:00Z	0.205	0.177	0.178
2021-05-08T05:30:00Z	0.204	0.177	0.178
2021-05-08T05:45:00Z	0.204	0.177	0.174
2021-05-08T06:00:00Z	0.209	0.175	0.17
2021-05-08T06:15:00Z	0.205	0.182	0.178
2021-05-08T06:30:00Z	0.206	0.177	0.171
2021-05-08T06:45:00Z	0.209	0.18	0.156
2021-05-08T07:00:00Z	0.206	0.182	0.183
2021-05-08T07:15:00Z	0.206	0.175	NA
2021-05-08T07:30:00Z	0.208	0.178	0.179
2021-05-08T07:45:00Z	0.206	0.182	NA
2021-05-08T08:00:00Z	0.206	0.179	0.167
2021-05-08T08:15:00Z	0.207	0.175	NA
2021-05-08T08:30:00Z	0.204	0.182	NA
2021-05-08T08:45:00Z	0.208	0.175	NA
2021-05-08T09:00:00Z	0.21	0.179	NA
2021-05-08T09:15:00Z	0.206	0.173	0.184
2021-05-08T09:30:00Z	0.203	0.178	NA
2021-05-08T09:45:00Z	0.205	0.179	0.174
2021-05-08T10:00:00Z	0.206	0.173	0.18
2021-05-08T10:15:00Z	0.204	0.175	0.173
2021-05-08T10:30:00Z	0.203	0.178	0.186
2021-05-08T10:45:00Z	0.204	0.178	NA
2021-05-08T11:00:00Z	0.207	0.176	NA
2021-05-08T11:15:00Z	0.21	0.176	NA
2021-05-08T11:30:00Z	0.206	0.176	0.183
2021-05-08T11:45:00Z	0.204	0.178	0.174
2021-05-08T12:00:00Z	0.21	0.174	NA
2021-05-08T12:15:00Z	0.206	0.175	0.179
2021-05-08T12:30:00Z	0.205	0.177	0.179
2021-05-08T12:45:00Z	0.206	0.176	0.174
2021-05-08T13:00:00Z	0.206	0.175	NA
2021-05-08T13:15:00Z	0.2	0.177	NA
2021-05-08T13:30:00Z	0.203	0.177	0.172
2021-05-08T13:45:00Z	0.203	0.18	0.18
2021-05-08T14:00:00Z	0.2	0.178	0.176
2021-05-08T14:15:00Z	0.204	0.176	0.176
2021-05-08T14:30:00Z	0.204	0.18	0.178
2021-05-08T14:45:00Z	0.202	0.179	NA
2021-05-08T15:00:00Z	0.199	0.18	NA
2021-05-08T15:15:00Z	0.205	0.178	0.18
2021-05-08T15:30:00Z	0.202	0.179	NA
2021-05-08T15:45:00Z	0.205	0.175	0.178
2021-05-08T16:00:00Z	0.204	0.177	0.184
2021-05-08T16:15:00Z	0.205	0.174	0.176
2021-05-08T16:30:00Z	0.202	0.179	NA
2021-05-08T16:45:00Z	0.206	0.176	NA
2021-05-08T17:00:00Z	0.209	0.179	NA
2021-05-08T17:15:00Z	0.204	0.176	0.18
2021-05-08T17:30:00Z	0.207	0.176	0.171
2021-05-08T17:45:00Z	0.206	0.177	NA
2021-05-08T18:00:00Z	0.207	0.178	0.177
2021-05-08T18:15:00Z	0.205	0.178	NA
2021-05-08T18:30:00Z	0.206	0.181	0.178
2021-05-08T18:45:00Z	0.204	0.177	0.179
2021-05-08T19:00:00Z	0.211	0.176	0.176
2021-05-08T19:15:00Z	0.208	0.176	NA
2021-05-08T19:30:00Z	0.211	0.178	NA
2021-05-08T19:45:00Z	0.204	0.178	0.178
2021-05-08T20:00:00Z	0.203	0.173	NA
2021-05-08T20:15:00Z	0.204	0.178	0.187
2021-05-08T20:30:00Z	0.204	0.176	0.179
2021-05-08T20:45:00Z	0.205	0.176	0.185
2021-05-08T21:00:00Z	0.207	0.179	0.175
2021-05-08T21:15:00Z	0.207	0.174	0.179
