datetime	theta15	theta25	theta35	theta45	theta65	theta105
2020-07-14T13:40:05Z	0.093	0.117	0.11	0.133	0.127	0.191
2020-07-14T14:00:05Z	0.093	0.117	0.11	0.133	0.127	0.191
2020-07-14T14:20:05Z	0.093	0.117	0.11	0.133	0.127	0.191
2020-07-14T14:40:05Z	0.093	0.117	0.11	0.133	0.127	0.191
2020-07-14T15:00:05Z	0.093	0.117	0.11	0.133	0.127	0.191
2020-07-14T15:20:05Z	0.092	0.116	0.11	0.132	0.126	0.191
2020-07-14T15:40:05Z	0.092	0.116	0.11	0.132	0.126	0.191
2020-07-14T16:00:05Z	0.092	0.116	0.11	0.133	0.126	0.191
2020-07-14T16:20:05Z	0.092	0.116	0.11	0.132	0.126	0.191
2020-07-14T16:40:05Z	0.092	0.116	0.11	0.132	0.126	0.191
2020-07-14T17:00:05Z	0.092	0.116	0.11	0.132	0.126	0.191
2020-07-14T17:20:05Z	0.092	0.116	0.11	0.132	0.126	0.191
2020-07-14T17:40:05Z	0.091	0.116	0.11	0.132	0.126	0.191
2020-07-14T18:00:05Z	0.091	0.116	0.11	0.132	0.126	0.191
2020-07-14T18:20:05Z	0.091	0.116	0.11	0.132	0.126	0.191
2020-07-14T18:40:05Z	0.091	0.115	0.11	0.132	0.126	0.191
2020-07-14T19:00:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T19:20:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T19:40:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T20:00:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T20:20:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T20:40:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T21:00:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T21:20:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T21:40:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T22:00:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T22:20:05Z	0.09	0.115	0.109	0.132	0.126	0.19
2020-07-14T22:40:05Z	0.089	0.115	0.109	0.132	0.126	0.19
2020-07-14T23:00:05Z	0.089	0.115	0.109	0.132	0.126	0.19
2020-07-14T23:20:05Z	0.089	0.114	0.109	0.132	0.126	0.19
2020-07-14T23:40:05Z	0.089	0.114	0.108	0.132	0.126	0.19
2020-07-15T00:00:05Z	0.089	0.114	0.109	0.132	0.126	0.19
2020-07-15T00:20:05Z	0.089	0.114	0.108	0.132	0.126	0.19
2020-07-15T00:40:05Z	0.089	0.114	0.108	0.132	0.126	0.19
2020-07-15T01:00:05Z	0.089	0.114	0.108	0.132	0.126	0.19
2020-07-15T01:20:05Z	0.088	0.114	0.108	0.131	0.126	0.19
2020-07-15T01:40:05Z	0.088	0.114	0.108	0.131	0.126	0.19
2020-07-15T02:00:05Z	0.088	0.114	0.108	0.131	0.126	0.19
2020-07-15T02:20:05Z	0.088	0.114	0.108	0.131	0.125	0.19
2020-07-15T02:40:05Z	0.088	0.114	0.108	0.131	0.125	0.19
2020-07-15T03:00:05Z	0.088	0.114	0.108	0.131	0.125	0.19
2020-07-15T03:20:05Z	0.088	0.113	0.108	0.131	0.126	0.19
2020-07-15T03:40:05Z	0.088	0.113	0.108	0.131	0.126	0.19
2020-07-15T04:00:05Z	0.088	0.114	0.108	0.131	0.125	0.19
2020-07-15T04:20:05Z	0.088	0.113	0.108	0.131	0.125	0.19
