datetime	theta10	theta20	theta30	theta40
2019-09-12T12:40:01Z	0.164	0.149	0.086	0.087
2019-09-12T12:52:54Z	0.164	0.149	0.086	0.087
2019-09-12T13:00:01Z	0.162	0.149	0.086	0.086
2019-09-12T13:20:02Z	0.162	0.149	0.086	0.086
2019-09-12T13:40:01Z	0.161	0.15	0.086	0.086
2019-09-12T14:00:01Z	0.161	0.15	0.086	0.086
2019-09-12T14:20:02Z	0.161	0.15	0.086	0.086
2019-09-12T14:40:01Z	0.161	0.15	0.086	0.086
2019-09-12T15:00:01Z	0.161	0.151	0.086	0.086
2019-09-12T15:20:02Z	0.161	0.151	0.087	0.086
2019-09-12T15:40:01Z	0.161	0.152	0.087	0.086
2019-09-12T16:00:01Z	0.161	0.152	0.087	0.086
2019-09-12T16:20:02Z	0.16	0.152	0.087	0.086
2019-09-12T16:40:01Z	0.16	0.152	0.087	0.086
2019-09-12T17:00:03Z	0.161	0.153	0.087	0.086
2019-09-12T17:20:02Z	0.161	0.153	0.087	0.087
2019-09-12T17:40:01Z	0.161	0.153	0.087	0.087
2019-09-12T18:00:02Z	0.161	0.154	0.087	0.087
2019-09-12T18:20:02Z	0.161	0.154	0.087	0.087
2019-09-12T18:40:01Z	0.161	0.154	0.087	0.087
2019-09-12T19:00:02Z	0.161	0.154	0.087	0.087
2019-09-12T19:20:02Z	0.161	0.155	0.087	0.087
2019-09-12T19:40:01Z	0.161	0.155	0.087	0.087
2019-09-12T20:00:02Z	0.161	0.155	0.087	0.087
2019-09-12T20:20:01Z	0.161	0.155	0.087	0.087
2019-09-12T20:40:01Z	0.162	0.155	0.088	0.087
2019-09-12T21:00:02Z	0.162	0.155	0.088	0.087
2019-09-12T21:20:01Z	0.162	0.156	0.088	0.087
2019-09-12T21:40:02Z	0.162	0.156	0.088	0.087
2019-09-12T22:00:02Z	0.163	0.156	0.088	0.087
2019-09-12T22:20:01Z	0.163	0.156	0.088	0.087
2019-09-12T22:40:02Z	0.163	0.156	0.088	0.087
2019-09-12T23:00:01Z	0.163	0.156	0.088	0.087
2019-09-12T23:20:01Z	0.163	0.157	0.088	0.087
2019-09-12T23:40:02Z	0.163	0.157	0.088	0.087
2019-09-13T00:00:01Z	0.163	0.157	0.088	0.087
2019-09-13T00:20:02Z	0.163	0.157	0.088	0.087
2019-09-13T00:40:01Z	0.163	0.157	0.088	0.087
2019-09-13T01:00:01Z	0.163	0.157	0.088	0.087
2019-09-13T01:20:02Z	0.163	0.157	0.088	0.087
2019-09-13T01:40:01Z	0.164	0.157	0.088	0.087
2019-09-13T02:00:02Z	0.163	0.157	0.088	0.087
2019-09-13T02:20:01Z	0.163	0.157	0.088	0.087
2019-09-13T02:40:01Z	0.164	0.158	0.088	0.087
2019-09-13T03:00:02Z	0.164	0.158	0.088	0.087
2019-09-13T03:20:01Z	0.164	0.158	0.088	0.087
2019-09-13T03:40:02Z	0.164	0.158	0.088	0.087
2019-09-13T04:00:02Z	0.164	0.158	0.088	0.087
2019-09-13T04:20:01Z	0.164	0.158	0.088	0.087
2019-09-13T04:40:02Z	0.164	0.158	0.088	0.087
2019-09-13T05:00:01Z	0.164	0.158	0.088	0.087
2019-09-13T05:20:02Z	0.165	0.158	0.088	0.087
2019-09-13T05:40:02Z	0.164	0.158	0.088	0.087
2019-09-13T06:00:01Z	0.164	0.158	0.088	0.087
2019-09-13T06:20:02Z	0.164	0.158	0.088	0.087
2019-09-13T06:40:01Z	0.164	0.158	0.088	0.087
2019-09-13T07:00:01Z	0.164	0.158	0.088	0.087
2019-09-13T07:20:02Z	0.164	0.158	0.088	0.087
2019-09-13T07:40:01Z	0.164	0.158	0.088	0.087
2019-09-13T08:00:02Z	0.164	0.158	0.088	0.087
2019-09-13T08:20:02Z	0.164	0.158	0.088	0.087
2019-09-13T08:40:01Z	0.164	0.158	0.088	0.087
2019-09-13T09:00:02Z	0.164	0.158	0.087	0.087
2019-09-13T09:20:01Z	0.164	0.158	0.087	0.087
2019-09-13T09:40:01Z	0.164	0.158	0.088	0.087
2019-09-13T10:00:02Z	0.163	0.158	0.088	0.087
2019-09-13T10:20:01Z	0.163	0.158	0.087	0.087
2019-09-13T10:40:02Z	0.163	0.158	0.088	0.087
2019-09-13T11:00:02Z	0.163	0.158	0.087	0.086
2019-09-13T11:20:01Z	0.163	0.158	0.087	0.087
2019-09-13T11:40:02Z	0.163	0.158	0.088	0.087
2019-09-13T12:00:01Z	0.163	0.158	0.088	0.087
2019-09-13T12:20:01Z	0.163	0.158	0.088	0.087
2019-09-13T12:40:02Z	0.163	0.158	0.088	0.087
2019-09-13T13:00:01Z	0.163	0.158	0.088	0.087
2019-09-13T13:20:01Z	0.163	0.158	0.088	0.087
2019-09-13T13:40:02Z	0.163	0.158	0.088	0.087
2019-09-13T14:00:01Z	0.163	0.158	0.088	0.087
2019-09-13T14:20:02Z	0.162	0.158	0.088	0.087
2019-09-13T14:40:02Z	0.162	0.157	0.088	0.087
2019-09-13T15:00:01Z	0.162	0.157	0.088	0.087
2019-09-13T15:20:02Z	0.162	0.157	0.088	0.087
2019-09-13T15:40:02Z	0.162	0.157	0.088	0.087
2019-09-13T16:00:01Z	0.162	0.157	0.088	0.087
2019-09-13T16:20:02Z	0.162	0.157	0.088	0.087
2019-09-13T16:40:02Z	0.162	0.158	0.088	0.087
2019-09-13T17:00:01Z	0.162	0.158	0.088	0.087
2019-09-13T17:20:02Z	0.162	0.158	0.088	0.087
2019-09-13T17:40:01Z	0.162	0.158	0.089	0.087
2019-09-13T18:00:01Z	0.162	0.158	0.089	0.087
2019-09-13T18:20:02Z	0.162	0.158	0.089	0.087
2019-09-13T18:40:01Z	0.162	0.158	0.089	0.087
2019-09-13T19:00:02Z	0.162	0.158	0.089	0.087
2019-09-13T19:20:02Z	0.162	0.158	0.089	0.087
2019-09-13T19:40:01Z	0.162	0.158	0.089	0.087
2019-09-13T20:00:02Z	0.162	0.158	0.089	0.087
2019-09-13T20:20:01Z	0.162	0.158	0.089	0.087
2019-09-13T20:40:02Z	0.162	0.158	0.089	0.087
2019-09-13T21:00:02Z	0.162	0.158	0.089	0.087
2019-09-13T21:20:01Z	0.162	0.158	0.089	0.087
2019-09-13T21:40:02Z	0.162	0.158	0.089	0.088
2019-09-13T22:00:01Z	0.162	0.158	0.089	0.088
2019-09-13T22:20:02Z	0.162	0.158	0.089	0.088
2019-09-13T22:40:02Z	0.162	0.158	0.089	0.088
2019-09-13T23:00:01Z	0.162	0.158	0.089	0.088
2019-09-13T23:20:02Z	0.162	0.158	0.089	0.088
2019-09-13T23:40:01Z	0.162	0.158	0.089	0.088
2019-09-14T00:00:02Z	0.162	0.158	0.089	0.088
2019-09-14T00:20:01Z	0.162	0.158	0.089	0.088
2019-09-14T00:40:02Z	0.162	0.158	0.089	0.088
2019-09-14T01:00:01Z	0.162	0.158	0.089	0.088
2019-09-14T01:20:01Z	0.162	0.158	0.089	0.088
2019-09-14T01:40:02Z	0.162	0.158	0.089	0.088
2019-09-14T02:00:01Z	0.162	0.158	0.089	0.088
2019-09-14T02:20:02Z	0.162	0.158	0.089	0.088
2019-09-14T02:40:01Z	0.162	0.158	0.089	0.088
2019-09-14T03:00:02Z	0.162	0.158	0.089	0.088
2019-09-14T03:20:01Z	0.162	0.158	0.089	0.088
2019-09-14T03:40:01Z	0.162	0.158	0.089	0.088
2019-09-14T04:00:02Z	0.162	0.158	0.089	0.088
2019-09-14T04:20:01Z	0.162	0.158	0.089	0.088
2019-09-14T04:40:02Z	0.162	0.158	0.089	0.088
2019-09-14T05:00:01Z	0.162	0.158	0.089	0.088
2019-09-14T05:20:02Z	0.162	0.158	0.089	0.088
2019-09-14T05:40:01Z	0.162	0.158	0.089	0.087
2019-09-14T06:00:02Z	0.161	0.158	0.089	0.087
2019-09-14T06:20:01Z	0.161	0.158	0.089	0.087
2019-09-14T06:40:00Z	0.161	0.158	0.089	0.087
2019-09-14T07:00:02Z	0.161	0.158	0.089	0.087
2019-09-14T07:20:01Z	0.161	0.157	0.089	0.087
2019-09-14T07:40:02Z	0.16	0.157	0.089	0.087
2019-09-14T08:00:01Z	0.16	0.157	0.089	0.087
2019-09-14T08:20:02Z	0.16	0.157	0.089	0.087
2019-09-14T08:40:02Z	0.161	0.157	0.089	0.087
2019-09-14T09:00:01Z	0.161	0.157	0.089	0.087
2019-09-14T09:20:02Z	0.161	0.157	0.089	0.087
2019-09-14T09:40:01Z	0.161	0.157	0.089	0.087
2019-09-14T10:00:03Z	0.16	0.157	0.089	0.087
2019-09-14T10:20:02Z	0.16	0.157	0.089	0.087
2019-09-14T10:40:01Z	0.16	0.157	0.089	0.087
2019-09-14T11:00:02Z	0.16	0.157	0.089	0.087
2019-09-14T11:20:02Z	0.16	0.157	0.089	0.087
2019-09-14T11:40:01Z	0.16	0.157	0.089	0.087
2019-09-14T12:00:02Z	0.16	0.157	0.089	0.087
2019-09-14T12:20:01Z	0.16	0.157	0.089	0.087
2019-09-14T12:40:03Z	0.16	0.156	0.089	0.087
2019-09-14T13:00:02Z	0.159	0.156	0.089	0.087
2019-09-14T13:20:01Z	0.159	0.156	0.088	0.087
2019-09-14T13:40:02Z	0.159	0.156	0.088	0.086
2019-09-14T14:00:02Z	0.159	0.156	0.088	0.086
2019-09-14T14:20:01Z	0.159	0.155	0.088	0.086
2019-09-14T14:40:02Z	0.158	0.155	0.088	0.086
2019-09-14T15:00:01Z	0.158	0.155	0.088	0.086
2019-09-14T15:20:01Z	0.158	0.155	0.089	0.087
2019-09-14T15:40:02Z	0.158	0.155	0.089	0.087
2019-09-14T16:00:01Z	0.158	0.155	0.089	0.087
2019-09-14T16:20:02Z	0.158	0.155	0.089	0.087
2019-09-14T16:40:02Z	0.158	0.155	0.089	0.087
2019-09-14T17:00:01Z	0.158	0.155	0.089	0.087
2019-09-14T17:20:02Z	0.158	0.156	0.089	0.087
2019-09-14T17:40:02Z	0.158	0.156	0.089	0.087
2019-09-14T18:00:01Z	0.159	0.156	0.089	0.087
2019-09-14T18:20:02Z	0.159	0.156	0.089	0.087
2019-09-14T18:40:01Z	0.159	0.156	0.09	0.087
2019-09-14T19:00:02Z	0.158	0.156	0.09	0.087
2019-09-14T19:20:01Z	0.159	0.156	0.09	0.088
2019-09-14T19:40:00Z	0.158	0.156	0.09	0.088
2019-09-14T20:00:02Z	0.158	0.156	0.09	0.088
2019-09-14T20:20:01Z	0.158	0.156	0.09	0.088
2019-09-14T20:40:02Z	0.158	0.156	0.09	0.088
2019-09-14T21:00:01Z	0.158	0.156	0.09	0.088
2019-09-14T21:20:02Z	0.158	0.156	0.09	0.088
2019-09-14T21:40:01Z	0.158	0.156	0.09	0.088
2019-09-14T22:00:01Z	0.158	0.156	0.09	0.088
2019-09-14T22:20:02Z	0.158	0.156	0.09	0.088
2019-09-14T22:40:01Z	0.158	0.156	0.09	0.088
2019-09-14T23:00:02Z	0.158	0.156	0.09	0.088
2019-09-14T23:20:01Z	0.158	0.156	0.09	0.088
2019-09-14T23:40:02Z	0.158	0.156	0.09	0.088
2019-09-15T00:00:01Z	0.158	0.156	0.09	0.088
2019-09-15T00:20:01Z	0.158	0.156	0.09	0.088
2019-09-15T00:40:02Z	0.158	0.156	0.09	0.088
2019-09-15T01:00:01Z	0.158	0.156	0.09	0.088
2019-09-15T01:20:02Z	0.158	0.156	0.09	0.088
2019-09-15T01:40:01Z	0.158	0.156	0.09	0.088
2019-09-15T02:00:02Z	0.158	0.156	0.09	0.088
2019-09-15T02:20:01Z	0.158	0.156	0.09	0.088
2019-09-15T02:40:01Z	0.158	0.156	0.09	0.088
2019-09-15T03:00:02Z	0.158	0.156	0.09	0.088
2019-09-15T03:20:01Z	0.158	0.156	0.09	0.088
2019-09-15T03:40:02Z	0.158	0.156	0.09	0.088
2019-09-15T04:00:01Z	0.158	0.156	0.09	0.088
2019-09-15T04:20:02Z	0.158	0.156	0.09	0.088
2019-09-15T04:40:01Z	0.158	0.156	0.09	0.088
2019-09-15T05:00:01Z	0.158	0.156	0.09	0.088
2019-09-15T05:20:02Z	0.157	0.156	0.09	0.088
2019-09-15T05:40:01Z	0.157	0.156	0.09	0.087
2019-09-15T06:00:02Z	0.157	0.155	0.089	0.087
2019-09-15T06:20:01Z	0.157	0.155	0.089	0.087
2019-09-15T06:40:02Z	0.157	0.155	0.089	0.087
2019-09-15T07:00:02Z	0.157	0.155	0.089	0.087
2019-09-15T07:20:01Z	0.157	0.155	0.089	0.087
2019-09-15T07:40:02Z	0.157	0.155	0.089	0.087
2019-09-15T08:00:01Z	0.157	0.155	0.089	0.087
2019-09-15T08:20:02Z	0.157	0.155	0.089	0.087
2019-09-15T08:40:02Z	0.157	0.155	0.089	0.087
2019-09-15T09:00:01Z	0.156	0.155	0.089	0.087
2019-09-15T09:20:02Z	0.156	0.154	0.089	0.087
2019-09-15T09:40:01Z	0.156	0.154	0.089	0.087
2019-09-15T10:00:01Z	0.156	0.154	0.089	0.087
2019-09-15T10:20:02Z	0.156	0.154	0.089	0.087
2019-09-15T10:40:01Z	0.156	0.154	0.089	0.087
2019-09-15T11:00:02Z	0.155	0.154	0.089	0.087
2019-09-15T11:20:02Z	0.155	0.153	0.089	0.087
2019-09-15T11:40:01Z	0.155	0.153	0.089	0.087
2019-09-15T12:00:02Z	0.155	0.153	0.089	0.087
2019-09-15T12:20:02Z	0.154	0.153	0.089	0.087
2019-09-15T12:40:01Z	0.154	0.153	0.089	0.087
2019-09-15T13:00:02Z	0.154	0.153	0.089	0.087
2019-09-15T13:20:01Z	0.153	0.152	0.089	0.086
2019-09-15T13:40:01Z	0.153	0.152	0.089	0.086
2019-09-15T14:00:02Z	0.152	0.152	0.089	0.086
2019-09-15T14:20:01Z	0.152	0.152	0.089	0.086
2019-09-15T14:40:03Z	0.152	0.152	0.089	0.087
2019-09-15T15:00:02Z	0.152	0.151	0.089	0.086
2019-09-15T15:20:01Z	0.152	0.151	0.089	0.086
2019-09-15T15:40:03Z	0.152	0.151	0.089	0.087
2019-09-15T16:00:02Z	0.152	0.151	0.089	0.087
2019-09-15T16:20:01Z	0.152	0.151	0.089	0.087
2019-09-15T16:40:03Z	0.152	0.151	0.09	0.087
2019-09-15T17:00:02Z	0.151	0.151	0.089	0.087
2019-09-15T17:20:01Z	0.151	0.151	0.09	0.087
2019-09-15T17:40:02Z	0.151	0.151	0.09	0.087
2019-09-15T18:00:02Z	0.151	0.151	0.09	0.087
2019-09-15T18:20:01Z	0.151	0.151	0.09	0.087
2019-09-15T18:40:02Z	0.15	0.151	0.09	0.087
2019-09-15T19:00:02Z	0.15	0.151	0.09	0.087
2019-09-15T19:20:01Z	0.15	0.151	0.09	0.087
2019-09-15T19:40:02Z	0.15	0.151	0.09	0.087
2019-09-15T20:00:01Z	0.15	0.151	0.09	0.087
2019-09-15T20:20:01Z	0.15	0.151	0.09	0.087
2019-09-15T20:40:02Z	0.15	0.151	0.09	0.087
2019-09-15T21:00:01Z	0.15	0.151	0.09	0.087
2019-09-15T21:20:02Z	0.15	0.151	0.09	0.087
2019-09-15T21:40:02Z	0.15	0.151	0.09	0.087
2019-09-15T22:00:01Z	0.15	0.151	0.09	0.087
2019-09-15T22:20:02Z	0.15	0.151	0.09	0.087
2019-09-15T22:40:01Z	0.15	0.151	0.09	0.087
2019-09-15T23:00:02Z	0.15	0.151	0.09	0.087
2019-09-15T23:20:02Z	0.15	0.151	0.09	0.087
2019-09-15T23:40:01Z	0.15	0.151	0.09	0.087
2019-09-16T00:00:02Z	0.15	0.151	0.09	0.087
2019-09-16T00:20:01Z	0.15	0.151	0.09	0.087
2019-09-16T00:40:01Z	0.15	0.151	0.09	0.087
2019-09-16T01:00:02Z	0.15	0.151	0.09	0.087
2019-09-16T01:20:01Z	0.15	0.151	0.09	0.087
2019-09-16T01:40:02Z	0.15	0.151	0.09	0.087
2019-09-16T02:00:01Z	0.15	0.151	0.09	0.087
2019-09-16T02:20:01Z	0.15	0.151	0.09	0.087
2019-09-16T02:40:02Z	0.15	0.151	0.09	0.087
2019-09-16T03:00:01Z	0.15	0.151	0.09	0.087
2019-09-16T03:20:02Z	0.15	0.151	0.09	0.087
2019-09-16T03:40:01Z	0.15	0.151	0.09	0.087
2019-09-16T04:00:01Z	0.15	0.151	0.09	0.087
2019-09-16T04:20:02Z	0.149	0.151	0.09	0.087
2019-09-16T04:40:01Z	0.15	0.151	0.09	0.087
2019-09-16T05:00:02Z	0.149	0.151	0.09	0.087
2019-09-16T05:20:01Z	0.149	0.151	0.09	0.087
