date	CRNS_1	CRNS_2	CRNS_4	CRNS_9	CRNS_11	CRNS_12	CRNS_13	CRNS_21	CRNS_22	CRNS_26	CRNS_27	CRNS_28	CRNS_30
2021-04-16	0.174	0.215	0.150	na	0.144	na	na	0.170	0.215	0.181	0.185	na	na
2021-04-17	0.178	0.212	0.148	na	0.145	na	na	0.175	0.216	0.171	0.179	na	na
2021-04-18	0.188	0.234	0.165	na	0.157	na	na	0.184	0.240	0.190	0.198	na	na
2021-04-19	0.196	0.229	0.174	na	0.164	na	na	0.192	0.245	0.201	0.206	na	na
2021-04-20	0.188	0.221	0.161	na	0.155	na	na	0.177	0.235	0.187	0.197	na	na
2021-04-21	0.175	0.216	0.152	na	0.145	na	na	0.168	0.220	0.180	0.182	na	na
2021-04-22	0.164	0.206	0.139	na	0.133	na	na	0.152	0.205	0.162	0.163	na	na
2021-04-23	0.150	0.183	0.134	na	0.124	na	na	0.148	0.191	0.149	0.158	na	na
2021-04-24	0.148	0.186	0.127	na	0.121	na	na	0.146	0.187	0.145	0.149	na	na
2021-04-25	0.131	0.182	0.123	na	0.111	na	na	0.130	0.178	0.136	0.147	na	na
2021-04-26	0.129	0.186	0.118	na	0.108	na	na	0.127	0.171	0.136	0.139	na	na
2021-04-27	0.126	0.171	0.115	na	0.105	na	na	0.125	0.167	0.127	0.137	na	na
2021-04-28	0.123	0.160	0.105	na	0.099	na	na	0.118	0.159	0.125	0.133	na	na
2021-04-29	0.131	0.177	0.120	na	0.111	na	na	0.133	0.173	0.140	0.145	na	na
2021-04-30	0.143	0.181	0.126	na	0.116	na	na	0.139	0.179	0.139	0.152	na	na
2021-05-01	0.131	0.176	0.117	na	0.108	na	na	0.128	0.171	0.135	0.139	na	na
2021-05-02	0.137	0.171	0.119	na	0.111	na	na	0.126	0.174	0.142	0.140	na	na
2021-05-03	0.133	0.178	0.117	na	0.111	na	na	0.122	0.172	0.133	0.146	na	na
2021-05-04	0.128	0.184	0.118	na	0.111	na	na	0.122	0.167	0.134	0.147	na	na
2021-05-05	0.130	0.181	0.117	na	0.111	na	na	0.133	0.180	0.141	0.152	na	na
2021-05-06	0.123	0.176	0.108	na	0.101	na	na	0.121	0.162	0.122	0.135	na	na
2021-05-07	0.163	0.203	0.139	na	0.128	na	na	0.158	0.204	0.162	0.174	na	na
2021-05-08	0.166	0.203	0.144	na	0.133	na	na	0.160	0.201	0.173	0.185	na	na
2021-05-09	0.155	0.177	0.133	na	0.130	na	na	0.146	0.194	0.156	0.171	na	na
2021-05-10	0.129	0.172	0.114	na	0.110	na	na	0.125	0.171	0.140	0.147	na	na
2021-05-11	0.133	0.175	0.114	na	0.113	na	na	0.127	0.172	0.138	0.147	na	na
2021-05-12	0.209	0.254	0.188	na	0.177	na	na	0.204	0.267	0.219	0.234	na	na
2021-05-13	0.250	0.276	0.213	na	0.206	na	na	0.233	0.293	0.262	0.269	na	na
2021-05-14	0.248	0.276	0.223	na	0.210	na	na	0.255	0.307	0.266	0.277	na	na
2021-05-15	0.234	0.270	0.198	na	0.186	na	na	0.219	0.276	0.239	0.253	na	na
2021-05-16	0.222	0.256	0.187	na	0.181	na	na	0.219	0.268	0.235	0.243	na	na
2021-05-17	0.214	0.227	0.181	na	0.172	na	na	0.207	0.251	0.226	0.237	na	na
2021-05-18	0.202	0.231	0.175	na	0.163	na	na	0.201	0.260	0.213	0.225	na	na
2021-05-19	0.189	0.205	0.156	na	0.151	na	na	0.183	0.231	0.195	0.196	na	na
2021-05-20	0.182	0.217	0.149	na	0.141	na	na	0.173	0.223	0.184	0.188	na	na
2021-05-21	0.177	0.202	0.141	na	0.138	na	na	0.165	0.213	0.179	0.180	na	na
2021-05-22	0.169	0.199	0.141	na	0.135	na	na	0.168	0.212	0.182	0.178	na	na
2021-05-23	0.167	0.217	0.138	na	0.129	na	na	0.172	0.208	0.175	0.171	na	na
2021-05-24	0.150	0.187	0.127	na	0.125	na	na	0.148	0.196	0.164	0.167	na	na
2021-05-25	0.150	0.184	0.129	na	0.121	na	na	0.158	0.200	0.164	0.166	na	na
2021-05-26	0.156	0.197	0.132	na	0.127	na	na	0.163	0.207	0.170	0.168	na	na
2021-05-27	0.159	0.196	0.131	na	0.125	na	na	0.157	0.196	0.168	0.166	na	na
2021-05-28	0.151	0.191	0.129	na	0.122	na	na	0.142	0.192	0.164	0.166	na	na
2021-05-29	0.145	0.184	0.122	na	0.112	na	na	0.145	0.181	0.151	0.156	na	na
2021-05-30	0.135	0.173	0.111	na	0.105	na	na	0.125	0.171	0.138	0.144	na	na
2021-05-31	0.125	0.158	0.105	na	0.100	na	na	0.124	0.162	0.135	0.138	na	na
2021-06-01	0.117	0.168	0.099	na	0.092	na	na	0.113	0.158	0.121	0.131	na	na
2021-06-02	0.107	0.139	0.090	na	0.085	na	na	0.107	0.147	0.118	0.123	na	na
2021-06-03	0.097	0.135	0.081	na	0.076	na	na	0.097	0.130	0.107	0.109	na	na
2021-06-04	0.096	0.143	0.078	na	0.075	na	na	0.089	0.128	0.097	0.105	na	na
2021-06-05	0.087	0.128	0.074	na	0.071	na	na	0.087	0.114	0.091	0.095	na	na
2021-06-06	0.082	0.128	0.071	na	0.065	na	na	0.080	0.112	0.088	0.091	na	na
2021-06-07	0.082	0.120	0.069	na	0.060	na	na	0.079	0.105	0.087	0.096	na	na
2021-06-08	0.078	0.113	0.062	na	0.056	na	na	0.072	0.102	0.080	0.089	na	na
2021-06-09	0.071	0.111	0.059	na	0.053	na	na	0.070	0.097	0.077	0.086	na	na
2021-06-10	0.068	0.103	0.057	na	0.050	na	na	0.064	0.090	0.073	0.079	na	na
2021-06-11	0.068	0.098	0.056	na	0.051	na	na	0.060	0.088	0.073	0.082	na	na
2021-06-12	0.066	0.105	0.058	na	0.049	na	na	0.061	0.089	0.075	0.079	na	na
2021-06-13	0.065	0.104	0.055	na	0.045	na	na	0.062	0.087	0.072	0.074	na	na
2021-06-14	0.063	0.108	0.052	na	0.045	na	na	0.060	0.083	0.071	0.074	na	na
2021-06-15	0.065	0.108	0.052	na	0.045	na	na	0.060	0.080	0.070	0.071	na	na
2021-06-16	0.067	0.114	0.052	na	0.046	na	na	0.065	0.088	0.070	0.079	na	na
2021-06-17	0.062	0.108	0.048	na	0.045	na	na	0.058	0.081	0.071	0.074	na	na
2021-06-18	0.054	0.102	0.043	na	0.040	na	na	0.050	0.072	0.064	0.067	na	na
2021-06-19	0.049	0.103	0.038	na	0.039	na	na	0.048	0.068	0.061	0.060	na	na
2021-06-20	0.050	0.093	0.036	na	0.036	na	na	0.049	0.065	0.057	0.056	na	na
2021-06-21	0.051	0.098	0.038	na	0.035	na	na	0.052	0.063	0.060	0.063	na	na
2021-06-22	0.047	0.095	0.038	na	0.032	na	na	0.051	0.066	0.056	0.058	na	na
2021-06-23	0.046	0.090	0.035	na	0.029	na	na	0.041	0.063	0.053	0.053	na	na
2021-06-24	0.051	0.092	0.039	na	0.032	na	na	0.048	0.063	0.059	0.058	na	na
2021-06-25	0.053	0.096	0.042	na	0.037	na	na	0.054	0.070	0.061	0.065	na	na
2021-06-26	0.049	0.094	0.039	na	0.033	na	na	0.045	0.066	0.058	0.060	na	na
2021-06-27	0.046	0.093	0.034	na	0.030	na	na	0.046	0.061	0.053	0.054	na	na
2021-06-28	0.044	0.088	0.033	na	0.030	na	na	0.038	0.057	0.054	0.056	na	na
2021-06-29	0.052	0.100	0.038	na	0.036	na	na	0.054	0.068	0.061	0.062	na	na
2021-06-30	0.169	0.174	0.150	na	0.131	na	na	0.167	0.193	0.175	0.184	na	na
2021-07-01	0.241	0.248	0.202	na	0.197	na	na	0.239	0.289	0.254	0.269	na	na
2021-07-02	0.219	0.220	0.186	na	0.178	na	na	0.218	0.260	0.239	0.244	na	na
2021-07-03	0.200	0.218	0.162	na	0.165	na	na	0.193	0.242	0.212	0.212	na	na
2021-07-04	0.180	0.202	0.144	na	0.149	na	na	0.174	0.216	0.194	0.200	na	na
2021-07-05	0.187	0.205	0.137	na	0.145	na	na	0.175	0.212	0.191	0.193	na	na
2021-07-06	0.175	0.189	0.130	na	0.141	na	na	0.157	0.202	0.182	0.179	na	na
2021-07-07	0.203	0.210	0.155	na	0.162	na	na	0.194	0.235	0.209	0.213	na	na
2021-07-08	0.195	0.214	0.156	na	0.161	na	na	0.185	0.222	0.201	0.213	na	na
2021-07-09	0.237	0.232	0.195	na	0.196	na	na	0.240	0.283	0.247	0.253	na	na
2021-07-10	0.256	0.252	0.210	na	0.210	na	na	0.251	0.289	0.262	0.265	na	na
2021-07-11	0.214	0.232	0.172	na	0.182	na	na	0.209	0.248	0.220	0.226	na	na
2021-07-12	0.206	0.215	0.161	na	0.171	na	na	0.203	0.240	0.211	0.217	na	na
2021-07-13	0.191	0.218	0.145	na	0.158	na	na	0.182	0.225	0.198	0.203	na	na
2021-07-14	0.190	0.206	0.149	na	0.160	na	na	0.182	0.225	0.202	0.205	na	na
2021-07-15	0.172	0.187	0.133	na	0.145	na	na	0.169	0.211	0.181	0.184	na	na
2021-07-16	0.166	0.194	0.127	na	0.143	na	na	0.167	0.213	0.181	0.186	na	na
2021-07-17	0.186	0.190	0.131	na	0.147	na	na	0.164	0.207	0.181	0.188	na	na
2021-07-18	0.161	0.191	0.121	na	0.133	na	na	0.151	0.191	0.165	0.172	na	na
2021-07-19	0.146	0.183	0.111	na	0.117	na	na	0.144	0.183	0.155	0.161	na	na
2021-07-20	0.141	0.171	0.106	na	0.111	na	na	0.138	0.185	0.146	0.146	na	na
2021-07-21	0.141	0.168	0.099	na	0.109	na	na	0.132	0.170	0.145	0.146	na	na
2021-07-22	0.129	0.171	0.094	na	0.103	na	na	0.119	0.167	0.138	0.135	na	na
2021-07-23	0.124	0.157	0.090	na	0.096	na	na	0.121	0.157	0.131	0.131	na	na
2021-07-24	0.118	0.149	0.082	na	0.088	na	na	0.113	0.146	0.118	0.119	na	na
2021-07-25	0.106	0.146	0.080	na	0.083	na	na	0.104	0.145	0.114	0.114	na	na
2021-07-26	0.107	na	0.075	na	0.080	na	na	0.101	0.130	0.112	0.108	na	na
2021-07-27	0.098	0.125	0.069	na	0.072	na	na	0.089	0.125	0.101	0.101	na	na
2021-07-28	0.099	0.133	0.074	na	0.074	na	na	0.095	0.127	0.103	0.103	na	na
2021-07-29	0.091	0.132	0.070	na	0.067	na	na	0.088	0.121	0.095	0.100	na	na
2021-07-30	0.088	0.131	0.064	na	0.064	na	na	0.084	0.117	0.091	0.092	na	na
2021-07-31	0.082	0.119	0.060	na	0.059	na	na	0.072	0.108	0.090	0.086	na	na
2021-08-01	0.084	0.127	0.064	na	0.062	na	na	0.080	0.107	0.091	0.093	na	na
2021-08-02	0.099	0.136	0.078	na	0.077	na	na	0.093	0.129	0.105	0.108	na	na
2021-08-03	0.091	0.128	0.071	na	0.068	na	na	0.086	0.120	0.101	0.100	na	na
2021-08-04	0.142	0.173	0.120	na	0.119	na	na	0.149	0.183	0.156	0.153	na	na
2021-08-05	0.202	0.228	0.181	na	0.175	na	na	0.199	0.240	0.216	0.225	na	na
2021-08-06	0.217	0.222	0.176	na	0.178	na	na	0.203	0.251	0.225	0.230	na	na
2021-08-07	0.218	0.223	0.184	na	0.178	na	na	0.214	0.254	0.226	0.233	na	na
2021-08-08	0.213	0.220	0.170	na	0.172	na	na	0.201	0.245	0.212	0.219	na	na
2021-08-09	0.200	0.203	0.152	na	0.151	na	na	0.178	0.227	0.202	0.205	na	na
2021-08-10	0.186	0.199	0.147	na	0.152	na	na	0.178	0.211	0.188	0.191	na	na
2021-08-11	0.187	0.212	0.160	na	0.163	na	na	0.194	0.226	0.199	0.212	na	na
2021-08-12	0.174	0.198	0.137	na	0.144	na	na	0.168	0.208	0.178	0.185	na	na
2021-08-13	0.159	0.191	0.123	na	0.134	na	na	0.159	0.201	0.169	0.175	na	na
2021-08-14	0.149	0.177	0.112	na	0.120	na	na	0.150	0.174	0.151	0.159	na	na
2021-08-15	0.140	0.178	0.104	na	0.109	na	na	0.134	0.169	0.142	0.146	na	na
2021-08-16	0.129	0.169	0.100	na	0.106	na	na	0.128	0.167	0.134	0.140	na	na
2021-08-17	0.136	0.159	0.103	na	0.105	na	na	0.123	0.164	0.139	0.140	na	na
2021-08-18	0.131	0.160	0.094	na	0.104	na	na	0.131	0.153	0.132	0.139	na	na
2021-08-19	0.123	0.168	0.091	na	0.100	na	na	0.122	0.153	0.129	0.129	na	na
2021-08-20	0.125	0.163	0.098	na	0.103	na	na	0.126	0.157	0.130	0.136	na	na
2021-08-21	0.129	0.170	0.093	na	0.098	na	na	0.122	0.149	0.130	0.129	na	na
2021-08-22	0.127	0.171	0.098	na	0.102	na	na	0.121	0.153	0.135	0.137	na	na
2021-08-23	0.177	0.202	0.148	na	0.149	na	na	0.177	0.217	0.183	0.192	na	na
2021-08-24	0.163	0.183	0.138	na	0.135	na	na	0.168	0.191	0.174	0.179	na	na
2021-08-25	0.163	0.192	0.125	na	0.131	na	na	0.159	0.186	0.166	0.166	na	na
2021-08-26	0.193	0.218	0.159	na	0.161	na	na	0.192	0.222	0.204	0.215	na	na
2021-08-27	0.214	0.224	0.177	na	0.181	na	na	0.218	0.249	0.227	0.243	na	na
2021-08-28	0.216	0.255	0.178	na	0.175	na	na	0.218	0.252	0.222	0.234	na	na
2021-08-29	0.238	0.254	0.203	na	0.204	na	na	0.243	0.284	0.252	0.263	na	na
2021-08-30	0.260	0.262	0.221	na	0.218	na	na	0.257	0.303	0.265	0.285	na	na
2021-08-31	0.237	0.260	0.197	na	0.200	na	na	0.242	0.279	0.251	0.255	na	na
2021-09-01	0.227	0.235	0.185	na	0.182	na	na	0.222	0.275	0.234	0.245	na	na
2021-09-02	0.223	0.240	0.174	na	0.178	na	na	0.211	0.257	0.224	0.229	na	na
2021-09-03	0.207	0.231	0.163	na	0.170	na	na	0.205	0.244	0.215	0.219	na	na
2021-09-04	0.201	0.226	0.160	na	0.162	na	na	0.203	0.240	0.204	0.211	na	na
2021-09-05	0.189	0.229	0.152	na	0.161	na	na	0.193	0.236	0.200	0.203	na	na
2021-09-06	0.182	0.206	0.140	na	0.154	na	na	0.185	0.210	0.188	0.198	na	na
2021-09-07	0.171	0.218	0.132	na	0.145	na	na	0.180	0.209	0.180	0.182	na	na
2021-09-08	0.164	0.195	0.121	na	0.141	na	na	0.164	0.199	0.174	0.173	na	na
2021-09-09	0.158	0.197	0.114	na	0.132	na	na	0.155	0.193	0.161	0.170	na	na
2021-09-10	0.175	0.205	0.123	na	0.146	na	na	0.170	0.207	0.176	0.184	na	na
2021-09-11	0.191	0.216	0.143	na	0.161	na	na	0.195	0.221	0.194	0.207	na	na
2021-09-12	0.183	0.211	0.133	na	0.153	na	na	0.189	0.216	0.184	0.197	na	na
2021-09-13	0.172	0.198	0.132	na	0.144	na	na	0.170	0.207	0.179	0.195	na	na
2021-09-14	0.168	0.200	0.120	na	0.138	na	na	0.166	0.196	0.167	0.176	na	na
2021-09-15	0.172	0.210	0.125	na	0.142	na	na	0.173	0.203	0.177	0.188	na	na
2021-09-16	0.177	0.212	0.133	na	0.153	na	na	0.180	0.211	0.184	0.192	na	na
2021-09-17	0.168	0.209	0.125	na	0.141	na	na	0.166	0.202	0.184	0.191	na	na
2021-09-18	0.174	0.208	0.123	na	0.145	na	na	0.173	0.203	0.173	0.187	na	na
2021-09-19	0.158	0.195	0.111	na	0.128	na	na	0.159	0.184	0.162	0.165	na	na
2021-09-20	0.148	0.187	0.108	na	0.125	na	na	0.158	0.179	0.157	0.169	na	na
2021-09-21	0.153	0.176	0.106	na	0.122	na	na	0.154	0.184	0.151	0.164	na	na
2021-09-22	0.144	0.194	0.103	na	0.120	na	na	0.148	0.174	0.151	0.162	na	na
2021-09-23	0.146	0.176	0.099	na	0.121	na	na	0.144	0.172	0.150	0.155	na	na
2021-09-24	0.138	0.190	0.095	na	0.117	na	na	0.149	0.169	0.148	0.151	na	na
2021-09-25	0.135	0.176	0.090	na	0.115	na	na	0.140	0.170	0.144	0.144	na	na
2021-09-26	0.135	0.165	0.085	na	0.105	na	na	0.134	0.156	0.138	0.138	na	na
2021-09-27	0.128	0.167	0.085	na	0.104	na	na	0.131	0.158	0.136	0.143	na	na
2021-09-28	0.120	0.159	0.081	na	0.102	na	na	0.124	0.161	0.127	na	na	na
2021-09-29	0.158	0.188	0.112	na	0.131	na	na	0.160	0.190	0.168	na	na	na
2021-09-30	0.157	0.190	0.120	na	0.135	na	na	0.168	0.192	0.169	na	na	na
2021-10-01	0.157	0.200	0.109	na	0.126	na	na	0.151	0.185	0.166	na	na	na
2021-10-02	0.156	0.189	0.102	na	0.124	na	na	0.154	0.178	0.153	na	na	na
2021-10-03	0.136	0.173	0.090	na	0.113	na	na	0.133	0.157	0.140	na	na	na
2021-10-04	0.130	0.179	0.084	na	0.106	na	na	0.134	0.158	0.139	na	na	na
2021-10-05	0.184	0.203	0.129	na	0.149	na	na	0.180	0.214	0.190	na	na	na
2021-10-06	0.197	0.205	0.151	na	0.165	na	na	0.196	0.224	0.207	na	na	na
2021-10-07	0.194	0.226	0.148	na	0.159	na	na	0.202	0.232	0.197	na	na	na
2021-10-08	0.186	0.223	0.137	na	0.155	na	na	0.197	0.224	0.198	na	na	na
2021-10-09	0.172	0.200	0.130	na	0.143	na	na	0.182	0.209	0.182	na	na	na
2021-10-10	0.170	0.206	0.119	na	0.138	na	na	0.169	0.209	0.179	na	na	na
2021-10-11	0.177	0.205	0.124	na	0.141	na	na	0.176	0.210	0.179	na	na	na
2021-10-12	0.180	0.223	0.124	na	0.143	na	na	0.172	0.208	0.182	na	na	na
2021-10-13	0.172	0.220	0.118	na	0.137	na	na	0.168	0.198	0.185	na	na	na
2021-10-14	0.188	0.233	0.134	na	0.157	na	na	0.192	0.227	0.200	na	na	na
2021-10-15	0.200	0.221	0.136	na	0.158	na	na	0.202	0.226	0.202	na	na	na
2021-10-16	0.191	0.220	0.137	na	0.157	na	na	0.181	0.234	0.193	na	na	na
2021-10-17	0.184	0.217	0.130	na	0.155	na	na	0.186	0.217	0.192	na	na	na
2021-10-18	0.175	0.204	0.121	na	0.150	na	na	0.187	0.210	0.190	na	na	na
2021-10-19	0.181	0.220	0.119	na	0.148	na	na	0.183	0.216	0.185	0.191	na	na
2021-10-20	0.167	0.209	0.114	na	0.143	na	na	0.176	0.203	0.176	0.187	na	na
2021-10-21	0.168	0.221	0.117	na	0.146	na	na	0.183	0.212	0.186	0.192	na	na
2021-10-22	0.184	0.223	0.126	na	0.154	na	na	0.191	0.221	0.194	0.197	na	na
2021-10-23	0.181	0.228	0.128	na	0.155	na	na	0.201	0.219	0.198	0.202	na	na
2021-10-24	0.169	0.216	0.116	na	0.139	na	na	0.180	0.211	0.180	0.182	na	na
2021-10-25	0.171	0.215	0.120	na	0.141	na	na	0.186	0.209	0.179	0.182	na	na
2021-10-26	0.184	0.212	0.120	na	0.145	na	na	0.185	0.211	0.184	0.189	na	na
2021-10-27	0.176	0.225	0.115	na	0.142	na	na	0.178	0.213	0.178	0.188	na	na
2021-10-28	0.163	0.204	0.108	na	0.136	na	na	0.169	0.197	0.173	0.177	na	na
2021-10-29	0.154	0.207	0.104	na	0.130	na	na	0.163	0.184	0.167	0.174	na	na
2021-10-30	0.163	0.210	0.105	na	0.129	na	na	0.164	0.193	0.162	0.166	na	na
2021-10-31	0.168	0.208	0.107	na	0.135	na	na	0.163	0.194	0.169	0.174	na	na
2021-11-01	0.161	na	0.107	na	0.132	na	na	0.163	0.194	0.167	0.174	na	na
2021-11-02	0.161	na	0.109	na	0.135	na	na	0.167	0.196	0.172	0.171	na	na
2021-11-03	0.158	0.197	0.107	na	0.130	na	na	0.163	0.188	0.165	0.161	na	na
2021-11-04	0.230	0.265	0.170	na	0.188	na	na	0.230	0.265	0.234	0.240	na	na
2021-11-05	0.275	0.291	0.234	na	0.229	na	na	0.276	0.342	0.287	0.288	na	na
2021-11-06	0.255	0.266	0.207	na	0.202	na	na	0.252	0.286	0.252	0.259	na	na
2021-11-07	0.235	0.253	0.208	na	0.199	na	na	0.246	0.289	0.265	0.254	na	na
2021-11-08	0.247	0.268	0.210	na	0.201	na	na	0.253	0.295	0.254	0.266	na	na
2021-11-09	0.230	0.251	0.193	na	0.184	na	na	0.228	0.262	0.241	0.233	na	na
2021-11-10	0.222	0.239	0.186	na	0.178	na	na	0.218	0.267	0.228	0.231	na	na
2021-11-11	0.235	0.253	0.195	na	0.183	na	na	0.228	0.269	0.244	0.243	na	na
2021-11-12	0.227	0.247	0.193	na	0.185	na	na	0.231	0.272	0.232	0.240	na	na
2021-11-13	0.225	0.239	0.191	na	0.185	na	na	0.218	0.273	0.237	0.235	na	na
2021-11-14	0.215	0.256	0.189	na	0.178	na	na	0.211	0.247	0.229	0.222	na	na
2021-11-15	0.203	0.228	0.177	na	0.166	na	na	0.194	0.248	0.225	0.223	na	na
2021-11-16	0.214	0.228	0.180	na	0.169	na	na	0.202	0.259	0.222	0.224	na	na
2021-11-17	0.216	0.239	0.182	na	0.169	na	na	0.209	0.266	0.225	0.228	na	na
2021-11-18	0.217	0.241	0.181	na	0.176	na	na	0.214	0.263	0.221	0.227	na	na
2021-11-19	0.229	0.239	0.183	na	0.187	na	na	0.216	0.258	0.230	0.235	na	na
2021-11-20	0.213	0.238	0.181	na	0.177	na	na	0.213	0.252	0.224	0.232	na	na
2021-11-21	0.220	0.245	0.185	na	0.179	na	na	0.223	0.266	0.224	0.232	na	na
2021-11-22	0.223	0.229	0.181	na	0.170	na	na	0.226	0.254	0.217	0.227	na	na
2021-11-23	0.218	0.232	0.180	na	0.174	na	na	0.217	0.256	0.221	0.223	na	na
2021-11-24	0.216	0.227	0.181	na	0.174	na	na	0.206	0.254	0.219	0.229	na	na
2021-11-25	0.210	0.241	0.180	na	0.172	na	na	0.206	0.252	0.222	0.224	na	na
2021-11-26	0.208	0.232	0.178	na	0.171	na	na	0.209	0.255	0.218	0.223	na	na
2021-11-27	0.220	0.245	0.191	na	0.179	na	na	0.215	0.266	0.232	0.230	na	na
2021-11-28	0.226	0.232	0.192	na	0.177	na	na	0.221	0.272	0.239	0.235	na	na
2021-11-29	0.218	0.228	0.188	na	0.179	na	na	0.211	0.254	0.228	0.226	na	na
2021-11-30	0.227	0.238	0.190	na	0.182	na	na	0.230	0.269	0.231	0.236	na	na
2021-12-01	0.246	0.259	0.211	na	0.201	na	na	0.234	0.298	0.247	0.262	na	na
2021-12-02	0.249	0.267	0.213	na	0.196	na	na	0.238	0.279	0.251	0.268	na	na
2021-12-03	0.224	0.241	0.198	na	0.183	na	na	0.220	0.272	0.234	0.240	na	na
2021-12-04	0.230	0.249	0.199	na	0.185	na	na	0.229	0.274	0.241	0.249	na	na
2021-12-05	0.254	0.273	0.234	na	0.212	na	na	0.264	0.314	0.278	0.277	na	na
2021-12-06	0.239	0.242	0.214	na	0.192	na	na	0.226	0.287	0.245	0.256	na	na
2021-12-07	0.232	0.230	0.203	na	0.183	na	na	0.228	0.260	0.234	0.238	na	na
2021-12-08	0.232	0.254	0.201	na	0.186	na	na	0.230	0.275	0.240	0.239	na	na
2021-12-09	0.247	0.235	0.214	na	0.194	na	na	0.230	0.287	0.243	0.253	na	na
2021-12-10	0.249	0.240	0.223	na	0.197	na	na	0.242	0.300	0.254	0.254	na	na
2021-12-11	0.235	0.252	0.206	na	0.184	na	na	0.233	0.278	0.244	0.242	na	na
2021-12-12	0.234	0.235	0.201	na	0.180	na	na	0.226	0.274	0.239	0.241	na	na
2021-12-13	0.244	0.249	0.212	na	0.189	na	na	0.237	0.289	0.249	0.255	na	na
2021-12-14	0.224	na	0.204	na	0.186	na	na	0.236	0.282	0.236	0.242	na	na
2021-12-15	0.225	na	0.203	na	0.183	na	na	0.226	0.273	0.238	0.245	na	na
2021-12-16	0.221	na	0.200	na	0.183	na	na	0.225	0.257	0.234	0.234	na	na
2021-12-17	0.220	na	0.197	na	0.177	na	na	0.216	0.271	0.223	0.231	na	na
2021-12-18	0.218	na	na	na	0.180	na	na	0.215	0.259	0.230	0.233	na	na
2021-12-19	0.225	na	na	na	0.187	na	na	0.234	0.276	0.242	0.244	na	na
2021-12-20	0.229	0.242	0.204	na	0.185	na	na	0.232	0.263	0.240	0.239	na	na
2021-12-21	0.231	0.247	0.205	na	0.181	na	na	0.226	0.270	0.239	0.248	na	na
2021-12-22	0.227	0.241	0.202	na	0.178	na	na	0.226	0.276	0.230	0.231	na	na
2021-12-23	0.227	0.240	0.209	na	0.186	na	na	0.226	0.294	0.243	0.249	na	na
2021-12-24	0.297	0.299	0.274	na	0.244	na	na	0.285	0.352	0.306	0.315	na	na
2021-12-25	0.269	0.268	0.243	na	0.222	na	na	0.264	0.312	0.283	na	na	na
2021-12-26	0.273	0.265	0.241	na	0.222	na	na	0.250	0.329	0.287	na	na	na
2021-12-27	0.280	0.303	0.250	na	0.237	na	na	0.282	0.343	0.302	0.298	na	na
2021-12-28	0.285	0.291	0.242	na	0.232	na	na	0.269	0.337	0.296	0.304	na	na
2021-12-29	0.280	0.279	0.236	na	0.232	na	na	0.272	0.342	0.300	0.301	na	na
2021-12-30	0.272	0.280	0.232	na	0.227	na	na	0.283	0.343	0.304	0.296	na	na
2021-12-31	na	na	0.228	na	0.222	na	na	0.261	0.320	0.284	0.288	na	na
2022-01-01	na	na	na	na	0.222	na	na	0.278	0.326	0.281	0.291	na	na
2022-01-02	na	na	na	na	0.211	na	na	0.256	0.314	0.274	0.283	na	na
2022-01-03	na	na	0.228	na	0.215	na	na	0.254	0.322	0.274	0.282	na	na
2022-01-04	na	na	na	na	0.209	na	na	0.260	0.315	0.273	0.286	na	na
2022-01-05	na	0.280	0.230	na	0.213	na	na	0.259	0.317	0.273	0.273	na	na
2022-01-06	na	0.261	0.230	na	0.211	na	na	0.255	0.304	0.270	0.278	na	na
2022-01-07	na	0.255	0.218	na	0.202	na	na	0.244	0.312	0.259	0.259	na	na
2022-01-08	na	0.265	0.222	na	0.201	na	na	0.251	0.292	0.257	0.261	na	na
2022-01-09	na	0.257	0.232	na	0.211	na	na	0.260	0.304	0.273	0.268	na	na
2022-01-10	na	0.264	0.226	na	0.207	na	na	0.251	0.308	0.268	0.269	na	na
2022-01-11	0.240	0.255	na	na	0.196	na	na	0.241	0.296	0.254	0.260	na	na
2022-01-12	0.249	na	na	na	0.198	na	na	0.241	0.292	0.251	0.265	na	na
2022-01-13	0.245	na	na	na	0.187	na	na	0.218	0.285	0.239	0.252	na	na
2022-01-14	0.239	na	na	na	0.191	na	na	0.232	0.288	0.245	0.246	na	na
2022-01-15	0.231	na	0.200	na	0.184	na	na	0.224	0.271	0.236	0.242	na	na
2022-01-16	0.240	na	0.208	na	0.186	na	na	0.240	0.288	0.251	0.251	na	na
2022-01-17	0.249	na	0.217	na	0.197	na	na	0.239	0.296	0.249	0.261	na	na
2022-01-18	0.256	0.266	0.216	na	0.196	na	na	0.241	0.284	0.255	0.258	na	na
2022-01-19	0.241	0.271	0.215	na	0.189	na	na	0.232	0.287	0.251	0.257	na	na
2022-01-20	0.247	0.246	0.214	na	0.190	na	na	0.241	0.288	0.252	0.256	na	na
2022-01-21	0.254	0.246	0.222	na	0.196	na	na	0.256	0.302	0.261	0.269	na	na
2022-01-22	0.262	0.268	0.225	na	0.201	na	na	0.253	0.304	0.261	0.270	na	na
2022-01-23	0.262	0.259	0.226	na	0.201	na	na	0.253	0.292	0.259	0.267	na	na
2022-01-24	0.240	0.260	0.220	na	0.197	na	na	0.243	0.299	0.262	0.255	na	na
2022-01-25	0.248	0.258	0.217	na	0.195	na	na	0.245	0.293	0.246	0.256	na	na
2022-01-26	0.247	0.248	0.221	na	0.197	na	na	0.238	0.281	0.253	0.262	na	na
