date	CRNS_1	CRNS_2	CRNS_4	CRNS_9	CRNS_11	CRNS_12	CRNS_13	CRNS_21	CRNS_22	CRNS_26	CRNS_27	CRNS_28	CRNS_30
2022-10-23	0.200	0.237	0.174	na	0.167	0.153	na	0.206	0.231	0.212	0.221	na	na
2022-10-24	0.214	0.232	0.184	na	0.179	0.157	na	0.220	0.262	0.230	0.232	na	na
2022-10-25	0.214	0.240	0.182	na	0.174	0.156	na	0.213	0.267	0.224	0.226	na	na
2022-10-26	0.213	0.237	0.183	na	0.175	0.155	na	0.212	0.249	0.225	0.225	na	na
2022-10-27	0.207	0.243	0.174	na	0.168	0.153	na	0.208	0.245	0.220	0.210	na	na
2022-10-28	0.198	0.240	0.165	na	0.160	0.143	na	0.204	0.235	0.205	0.202	na	na
2022-10-29	0.199	0.239	0.168	na	0.161	0.142	na	0.200	0.234	0.204	0.201	na	na
2022-10-30	0.181	0.218	0.157	na	0.153	0.136	na	0.186	0.222	0.204	0.197	na	na
2022-10-31	0.196	0.233	0.163	na	0.156	0.138	na	0.196	0.223	0.196	0.202	na	na
2022-11-01	0.193	0.235	0.163	na	0.156	0.139	na	0.196	0.225	0.197	0.207	na	na
2022-11-02	0.195	0.234	0.165	na	0.155	0.137	na	0.194	0.226	0.197	0.195	na	na
2022-11-03	0.184	0.228	0.158	na	0.150	0.132	na	0.188	0.219	0.194	0.195	na	na
2022-11-04	0.202	0.236	0.180	na	0.169	0.146	na	0.206	0.252	0.215	0.219	na	na
2022-11-05	0.197	0.225	0.173	na	0.164	0.140	na	0.196	0.241	0.216	0.213	na	na
2022-11-06	0.188	0.241	0.171	na	0.159	0.144	na	0.199	0.242	0.204	0.205	na	na
2022-11-07	0.197	0.230	0.171	na	0.165	0.145	na	0.209	0.235	0.212	0.214	na	na
2022-11-08	0.197	0.247	0.174	na	0.160	0.145	na	0.198	0.239	0.205	0.207	na	na
2022-11-09	0.190	0.229	0.163	na	0.160	0.139	na	0.202	0.239	0.205	0.199	na	na
2022-11-10	0.184	na	0.165	na	0.156	0.126	na	0.197	0.225	0.194	0.197	na	na
2022-11-11	0.168	na	0.155	na	0.142	0.122	na	0.187	0.212	0.185	0.184	na	na
2022-11-12	0.182	na	0.159	na	0.146	0.130	na	0.180	0.210	0.178	0.186	na	na
2022-11-13	0.185	na	0.160	na	0.146	0.130	na	0.189	0.214	0.182	0.190	na	na
2022-11-14	0.182	na	0.159	na	0.146	0.130	na	0.192	0.218	0.186	0.192	na	na
2022-11-15	0.183	na	0.164	na	0.152	0.135	na	0.193	0.225	0.201	0.197	na	na
2022-11-16	0.192	0.243	0.163	na	0.149	0.135	na	0.194	0.226	na	na	na	na
2022-11-17	0.185	0.210	0.165	na	0.155	0.135	na	0.190	0.220	na	na	na	na
2022-11-18	0.191	0.238	0.170	na	0.157	0.141	na	0.198	0.236	na	na	na	na
2022-11-19	0.197	0.223	0.176	na	0.155	0.143	na	0.200	0.235	na	na	na	na
2022-11-20	0.191	0.228	0.174	na	0.155	0.143	na	0.199	0.225	na	na	na	na
2022-11-21	0.193	0.223	0.172	na	0.154	0.142	na	0.198	0.227	na	na	na	na
2022-11-22	0.184	0.246	0.176	na	0.161	0.148	na	0.199	0.242	na	na	na	na
2022-11-23	0.187	0.223	0.171	na	0.157	0.138	na	0.199	0.233	na	na	na	na
2022-11-24	0.186	0.230	0.170	na	0.156	0.139	na	0.195	0.221	na	na	na	na
2022-11-25	0.181	0.225	0.170	na	0.157	0.134	na	0.192	0.224	na	na	na	na
2022-11-26	0.197	0.235	0.180	na	0.162	0.138	na	0.204	0.241	na	na	na	na
2022-11-27	0.191	0.234	0.176	na	0.157	0.141	na	0.199	0.241	na	na	na	na
2022-11-28	0.196	0.233	0.182	na	0.162	0.145	na	0.201	0.234	na	na	na	na
2022-11-29	0.200	0.234	0.184	na	0.171	0.149	na	0.214	0.247	na	na	na	na
2022-11-30	0.205	0.236	0.187	na	0.161	na	na	0.205	0.248	0.208	0.212	na	na
