# See crns_meta.json and crns_attributes.txt for further details.
datetime	press1	temp1	relhum1	volt	counts1	nsecs1	counts_bare	nsecs_bare	cph_filtered
2019-07-25T10:59:00	1013.9	36.8	24.9	13.8	705	1140	333	1140	2226.3
2019-07-25T11:19:00	1013.6	36.9	22.8	13.8	719	1200	374	1200	2157.0
2019-07-25T11:39:00	1013.7	37.0	21.6	13.8	748	1200	346	1199	2244.0
2019-07-25T11:59:00	1013.6	37.2	20.8	13.8	763	1200	371	1200	2289.0
2019-07-25T12:19:00	1013.5	37.2	20.0	13.4	740	1200	385	1200	2220.0
2019-07-25T12:39:00	1013.4	37.0	19.5	13.4	785	1200	324	1200	2355.0
2019-07-25T12:59:00	1013.3	36.8	19.2	13.4	738	1200	385	1200	2214.0
2019-07-25T13:19:00	1013.2	36.9	18.9	13.4	747	1200	355	1200	2241.0
2019-07-25T13:39:00	1013.1	36.7	18.6	13.4	746	1200	347	1200	2238.0
2019-07-25T13:59:00	1013.0	36.8	18.5	13.4	788	1199	346	1200	2366.0
2019-07-25T14:19:00	1012.8	36.7	18.4	13.4	701	1200	375	1200	2103.0
2019-07-25T14:39:00	1012.8	36.7	18.3	13.4	769	1200	351	1200	2307.0
2019-07-25T14:59:00	1012.6	36.6	18.2	13.4	796	1200	346	1200	2388.0
2019-07-25T15:19:00	1012.6	36.5	18.1	13.4	772	1200	350	1200	2316.0
2019-07-25T15:39:00	1012.5	36.5	18.0	13.4	755	1200	411	1200	2265.0
2019-07-25T15:59:00	1012.4	36.4	17.9	13.4	774	1200	368	1200	2322.0
2019-07-25T16:19:00	1012.4	36.3	17.8	13.4	794	1200	389	1200	2382.0
2019-07-25T16:39:00	1012.4	36.2	17.8	13.4	766	1200	379	1200	2298.0
2019-07-25T16:59:00	1012.4	36.1	17.7	13.4	759	1200	398	1200	2277.0
2019-07-25T17:19:00	1012.3	35.7	17.7	13.4	797	1200	369	1200	2391.0
2019-07-25T17:39:00	1012.4	35.3	17.7	13.4	743	1200	367	1200	2229.0
2019-07-25T17:59:00	1012.4	34.6	17.7	13.5	765	1200	364	1200	2295.0
2019-07-25T18:19:00	1012.4	33.9	17.7	13.5	767	1200	382	1200	2301.0
2019-07-25T18:39:00	1012.4	33.2	17.7	13.2	755	1200	345	1200	2265.0
2019-07-25T18:59:00	1012.4	32.2	17.8	13.1	735	1199	369	1200	2206.8
2019-07-25T19:19:00	1012.4	31.3	17.9	13.1	771	1200	366	1200	2313.0
2019-07-25T19:39:00	1012.3	30.4	17.9	13.1	772	1200	357	1200	2316.0
2019-07-25T19:59:00	1012.3	29.6	18.0	13.1	806	1200	342	1200	2418.0
2019-07-25T20:19:00	1012.3	28.9	18.0	13.1	807	1200	354	1200	2421.0
2019-07-25T20:39:00	1012.2	28.3	18.0	13.0	767	1200	391	1200	2301.0
2019-07-25T20:59:00	1012.3	27.7	17.9	13.0	774	1200	368	1200	2322.0
2019-07-25T21:19:00	1012.2	27.1	17.9	13.0	779	1200	412	1200	2337.0
2019-07-25T21:39:00	1012.1	26.4	17.9	13.0	771	1200	374	1200	2313.0
2019-07-25T21:59:00	1012.1	25.9	17.8	13.0	765	1200	380	1200	2295.0
2019-07-25T22:19:00	1012.0	25.4	17.8	13.0	803	1200	351	1200	2409.0
2019-07-25T22:39:00	1012.0	24.9	17.8	13.0	799	1200	393	1199	2397.0
2019-07-25T22:59:00	1011.8	24.5	17.7	13.0	799	1200	374	1200	2397.0
2019-07-25T23:19:00	1011.8	24.0	17.7	13.0	797	1200	392	1200	2391.0
2019-07-25T23:39:00	1011.7	23.4	17.6	13.0	735	1200	342	1200	2205.0
2019-07-25T23:59:00	1011.6	22.9	17.6	13.0	749	1200	389	1200	2247.0
2019-07-26T00:19:00	1011.5	22.5	17.6	12.9	706	1200	379	1200	2118.0
2019-07-26T00:39:00	1011.4	22.1	17.5	12.9	737	1200	393	1200	2211.0
2019-07-26T00:59:00	1011.4	21.7	17.5	12.9	767	1200	345	1200	2301.0
2019-07-26T01:19:00	1011.4	21.3	17.4	12.9	784	1200	393	1200	2352.0
2019-07-26T01:39:00	1011.4	20.8	17.4	12.9	777	1200	380	1200	2331.0
2019-07-26T01:59:00	1011.3	20.4	17.3	12.9	782	1200	351	1200	2346.0
2019-07-26T02:19:00	1011.3	20.0	17.3	12.9	750	1200	369	1200	2250.0
2019-07-26T02:39:00	1011.2	19.8	17.3	12.9	796	1200	352	1200	2388.0
2019-07-26T02:59:00	1011.1	19.6	17.3	12.9	762	1200	398	1200	2286.0
2019-07-26T03:19:00	1011.1	19.5	17.3	12.9	799	1200	371	1200	2397.0
2019-07-26T03:39:00	1011.2	19.3	17.3	12.9	757	1200	383	1200	2271.0
2019-07-26T03:59:00	1011.2	19.0	17.2	13.0	787	1200	380	1200	2361.0
2019-07-26T04:19:00	1011.3	19.0	17.3	13.6	778	1200	395	1200	2334.0
2019-07-26T04:39:00	1011.3	19.5	17.9	13.9	751	1200	398	1200	2253.0
2019-07-26T04:59:00	1011.3	20.2	18.2	14.3	753	1200	359	1200	2259.0
2019-07-26T05:19:00	1011.2	20.8	18.6	14.2	781	1200	369	1200	2343.0
2019-07-26T05:39:00	1011.1	21.6	18.8	14.2	806	1200	368	1200	2418.0
2019-07-26T05:59:00	1011.2	22.4	18.7	14.2	786	1200	361	1200	2358.0
2019-07-26T06:19:00	1011.3	23.2	18.5	14.2	775	1200	367	1200	2325.0
2019-07-26T06:39:00	1011.3	23.9	18.2	13.8	773	1200	378	1200	2319.0
2019-07-26T06:59:00	1011.5	24.7	18.0	13.7	753	1200	398	1200	2259.0
2019-07-26T07:19:00	1011.5	25.5	17.8	13.7	751	1200	369	1200	2253.0
2019-07-26T07:39:00	1011.4	26.1	17.5	13.7	822	1200	366	1200	2466.0
2019-07-26T07:59:00	1011.3	26.9	17.3	13.7	806	1199	369	1200	2420.0
2019-07-26T08:19:00	1011.2	27.6	17.2	13.7	762	1200	361	1200	2286.0
2019-07-26T08:39:00	1011.1	28.1	17.0	13.6	743	1200	347	1200	2229.0
2019-07-26T08:59:00	1010.9	28.5	17.0	13.6	765	1200	417	1200	2295.0
2019-07-26T09:19:00	1010.9	28.9	16.9	13.6	756	1200	345	1200	2268.0
2019-07-26T09:39:00	1010.8	29.2	16.8	13.6	824	1200	367	1200	2472.0
2019-07-26T09:59:00	1010.6	29.4	16.8	13.6	766	1200	371	1200	2298.0
2019-07-26T10:19:00	1010.5	29.7	16.8	13.6	828	1200	389	1200	2484.0
2019-07-26T10:39:00	1010.4	30.0	16.8	13.6	790	1200	380	1200	2370.0
2019-07-26T10:59:00	1010.3	30.5	16.7	13.6	814	1200	367	1200	2442.0
2019-07-26T11:19:00	1010.1	30.9	16.7	13.6	804	1200	361	1200	2412.0
2019-07-26T11:39:00	1009.8	31.2	16.6	13.6	815	1200	387	1200	2445.0
2019-07-26T11:59:00	1009.4	31.4	16.7	13.6	762	1200	366	1200	2286.0
2019-07-26T12:19:00	1009.2	31.7	16.7	13.6	764	1200	369	1200	2292.0
2019-07-26T12:39:00	1009.0	31.8	16.7	13.5	807	1200	399	1200	2421.0
2019-07-26T12:59:00	1008.9	31.9	16.6	13.5	768	1200	391	1200	2304.0
2019-07-26T13:19:00	1008.6	32.1	16.7	13.5	806	1200	397	1199	2418.0
2019-07-26T13:39:00	1008.4	32.4	16.6	13.5	769	1200	373	1200	2307.0
2019-07-26T13:59:00	1008.3	32.6	16.5	13.5	861	1200	393	1200	2583.0
2019-07-26T14:19:00	1008.3	32.5	16.5	13.5	795	1200	378	1200	2385.0
2019-07-26T14:39:00	1008.0	32.6	16.5	13.5	811	1200	358	1200	2433.0
2019-07-26T14:59:00	1007.7	32.7	16.5	13.5	789	1200	385	1200	2367.0
2019-07-26T15:19:00	1007.5	32.7	16.5	13.5	855	1200	374	1200	2565.0
2019-07-26T15:39:00	1007.3	32.7	16.5	13.5	808	1200	402	1200	2424.0
2019-07-26T15:59:00	1007.1	32.8	16.5	13.5	785	1200	395	1200	2355.0
2019-07-26T16:19:00	1006.9	32.8	16.4	13.5	810	1200	376	1200	2430.0
2019-07-26T16:39:00	1006.6	32.7	16.4	13.5	853	1200	357	1200	2559.0
2019-07-26T16:59:00	1006.5	32.7	16.4	13.5	809	1200	382	1200	2427.0
2019-07-26T17:19:00	1006.3	32.3	16.5	13.5	900	1199	395	1200	2702.3
2019-07-26T17:39:00	1006.4	32.0	16.5	13.5	834	1200	376	1200	2502.0
2019-07-26T17:59:00	1006.3	31.6	16.7	13.6	804	1200	404	1200	2412.0
2019-07-26T18:19:00	1006.2	31.1	16.7	13.6	791	1200	379	1200	2373.0
2019-07-26T18:39:00	1006.2	30.5	16.8	13.6	794	1200	394	1200	2382.0
2019-07-26T18:59:00	1006.2	29.7	16.9	13.2	827	1200	377	1199	2481.0
2019-07-26T19:19:00	1006.3	28.9	17.0	13.1	819	1200	395	1200	2457.0
2019-07-26T19:39:00	1006.4	28.2	17.2	13.1	835	1200	371	1200	2505.0
2019-07-26T19:59:00	1006.3	27.6	17.3	13.1	810	1200	386	1200	2430.0
2019-07-26T20:19:00	1006.2	27.1	17.4	13.1	845	1200	374	1200	2535.0
2019-07-26T20:39:00	1006.1	26.7	17.5	13.1	839	1200	367	1200	2517.0
2019-07-26T20:59:00	1006.0	26.3	17.5	13.1	797	1200	383	1200	2391.0
2019-07-26T21:19:00	1006.0	25.8	17.6	13.1	779	1200	381	1200	2337.0
2019-07-26T21:39:00	1005.8	25.4	17.6	13.0	803	1200	413	1200	2409.0
2019-07-26T21:59:00	1005.7	25.1	17.7	13.0	791	1200	366	1200	2373.0
2019-07-26T22:19:00	1005.6	24.7	17.7	13.0	780	1200	382	1200	2340.0
2019-07-26T22:39:00	1005.6	24.4	17.8	13.0	817	1200	372	1200	2451.0
2019-07-26T22:59:00	1005.5	24.2	17.8	13.0	826	1200	402	1200	2478.0
2019-07-26T23:19:00	1005.5	24.0	17.8	13.0	806	1200	374	1200	2418.0
2019-07-26T23:39:00	1005.4	23.8	17.9	13.0	805	1200	366	1200	2415.0
2019-07-26T23:59:00	1005.5	23.6	17.9	13.0	817	1200	390	1200	2451.0
2019-07-27T00:19:00	1005.4	23.6	17.9	13.0	849	1200	390	1200	2547.0
2019-07-27T00:39:00	1005.4	23.6	17.9	13.0	750	1200	393	1200	2250.0
2019-07-27T00:59:00	1005.2	23.4	17.8	13.0	820	1200	403	1200	2460.0
2019-07-27T01:19:00	1005.1	23.2	17.7	13.0	774	1200	399	1200	2322.0
2019-07-27T01:39:00	1004.9	23.0	17.7	13.0	862	1200	361	1200	2586.0
2019-07-27T01:59:00	1004.7	22.8	17.7	13.0	848	1200	373	1200	2544.0
2019-07-27T02:19:00	1004.7	22.6	17.7	13.0	760	1200	395	1200	2280.0
2019-07-27T02:39:00	1004.7	22.4	17.7	12.9	841	1200	403	1200	2523.0
2019-07-27T02:59:00	1004.6	22.1	17.6	12.9	852	1200	409	1200	2556.0
2019-07-27T03:19:00	1004.4	21.9	17.6	12.9	812	1200	374	1200	2436.0
2019-07-27T03:39:00	1004.5	21.7	17.6	13.0	866	1200	360	1200	2598.0
2019-07-27T03:59:00	1004.4	21.5	17.7	13.0	840	1200	390	1200	2520.0
2019-07-27T04:19:00	1004.4	21.5	17.7	13.6	804	1200	406	1200	2412.0
2019-07-27T04:39:00	1004.5	21.7	18.0	14.0	821	1200	365	1199	2463.0
2019-07-27T04:59:00	1004.5	22.1	18.3	14.2	830	1200	394	1200	2490.0
2019-07-27T05:19:00	1004.6	22.4	18.5	14.2	821	1200	433	1200	2463.0
2019-07-27T05:39:00	1004.4	22.8	18.7	14.2	809	1200	361	1200	2427.0
2019-07-27T05:59:00	1004.7	23.2	18.7	14.2	802	1200	387	1200	2406.0
2019-07-27T06:19:00	1004.7	23.7	18.8	14.2	846	1200	406	1200	2538.0
2019-07-27T06:39:00	1004.7	24.1	18.7	13.8	825	1200	387	1200	2475.0
2019-07-27T06:59:00	1004.6	24.6	18.7	13.8	796	1200	397	1200	2388.0
2019-07-27T07:19:00	1004.6	25.1	18.6	13.7	855	1200	417	1200	2565.0
2019-07-27T07:39:00	1004.5	25.6	18.6	13.7	812	1200	398	1200	2436.0
2019-07-27T07:59:00	1004.2	26.0	18.4	13.7	820	1200	391	1200	2460.0
2019-07-27T08:19:00	1004.1	26.5	18.4	13.7	818	1200	378	1200	2454.0
2019-07-27T08:39:00	1004.0	27.0	18.3	13.7	873	1200	403	1200	2619.0
2019-07-27T08:59:00	1003.9	27.4	18.1	13.7	801	1200	395	1200	2403.0
2019-07-27T09:19:00	1003.8	27.6	18.1	13.7	880	1200	397	1200	2640.0
2019-07-27T09:39:00	1003.6	27.6	17.7	13.7	891	1200	396	1200	2673.0
2019-07-27T09:59:00	1003.5	27.4	17.6	13.7	844	1200	377	1200	2532.0
2019-07-27T10:19:00	1003.4	27.8	18.0	13.6	813	1200	402	1200	2439.0
2019-07-27T10:39:00	1003.4	28.4	18.1	13.6	850	1200	370	1200	2550.0
2019-07-27T10:59:00	1003.2	28.9	17.8	13.6	885	1199	393	1200	2657.2
2019-07-27T11:19:00	1003.1	28.8	17.4	13.6	805	1200	409	1200	2415.0
2019-07-27T11:39:00	1002.8	29.0	17.8	13.6	807	1200	401	1200	2421.0
2019-07-27T11:59:00	1002.5	29.6	17.7	13.6	809	1200	414	1200	2427.0
2019-07-27T12:19:00	1002.4	30.0	17.7	13.6	829	1200	373	1200	2487.0
2019-07-27T12:39:00	1002.1	30.1	17.5	13.6	859	1200	405	1200	2577.0
2019-07-27T12:59:00	1001.7	30.1	17.4	13.6	821	1200	381	1200	2463.0
2019-07-27T13:19:00	1001.5	30.1	17.4	13.6	843	1200	385	1200	2529.0
2019-07-27T13:39:00	1001.3	30.3	17.4	13.6	838	1200	385	1200	2514.0
2019-07-27T13:59:00	1000.9	30.5	17.4	13.6	781	1200	423	1200	2343.0
2019-07-27T14:19:00	1000.7	30.5	17.3	13.6	872	1200	410	1200	2616.0
2019-07-27T14:39:00	1000.6	30.4	17.3	13.6	863	1200	385	1200	2589.0
2019-07-27T14:59:00	1000.4	30.5	17.3	13.6	849	1200	428	1200	2547.0
2019-07-27T15:19:00	1000.1	30.5	17.3	13.6	862	1200	400	1200	2586.0
2019-07-27T15:39:00	1000.0	30.4	17.2	13.6	859	1200	420	1200	2577.0
2019-07-27T15:59:00	999.8	30.3	17.3	13.6	861	1200	396	1200	2583.0
2019-07-27T16:19:00	999.6	30.2	17.4	13.6	891	1200	397	1200	2673.0
2019-07-27T16:39:00	999.4	30.3	17.4	13.6	868	1200	431	1200	2604.0
2019-07-27T16:59:00	999.6	30.0	17.4	13.6	883	1200	403	1200	2649.0
2019-07-27T17:19:00	999.7	30.0	17.4	13.6	820	1200	432	1200	2460.0
2019-07-27T17:39:00	999.6	29.4	17.4	13.6	870	1200	370	1200	2610.0
2019-07-27T17:59:00	999.5	29.0	17.6	13.6	852	1200	404	1200	2556.0
2019-07-27T18:19:00	999.6	28.7	17.6	13.6	913	1200	382	1200	2739.0
2019-07-27T18:39:00	999.7	28.3	17.6	13.3	832	1200	397	1200	2496.0
2019-07-27T18:59:00	999.7	27.7	17.7	13.1	830	1200	428	1200	2490.0
2019-07-27T19:19:00	999.7	26.9	17.7	13.1	858	1200	394	1200	2574.0
2019-07-27T19:39:00	999.7	26.3	17.7	13.1	882	1200	449	1200	2646.0
2019-07-27T19:59:00	999.7	25.7	17.8	13.1	887	1200	403	1199	2661.0
2019-07-27T20:19:00	999.7	25.2	17.9	13.1	897	1200	409	1200	2691.0
2019-07-27T20:39:00	999.7	24.8	17.9	13.1	884	1200	399	1200	2652.0
2019-07-27T20:59:00	999.6	24.6	18.0	13.1	841	1200	402	1200	2523.0
2019-07-27T21:19:00	999.5	24.3	18.0	13.1	889	1200	445	1200	2667.0
2019-07-27T21:39:00	999.5	24.1	18.1	13.0	821	1200	424	1200	2463.0
2019-07-27T21:59:00	999.3	23.8	18.0	13.0	821	1200	421	1200	2463.0
2019-07-27T22:19:00	999.2	23.5	18.1	13.0	882	1200	417	1200	2646.0
2019-07-27T22:39:00	999.2	23.2	18.1	13.0	855	1200	415	1200	2565.0
2019-07-27T22:59:00	999.1	23.0	18.1	13.0	790	1200	427	1200	2370.0
2019-07-27T23:19:00	998.8	22.6	18.2	13.0	816	1200	438	1200	2448.0
2019-07-27T23:39:00	998.5	22.3	18.2	13.0	855	1200	439	1200	2565.0
2019-07-27T23:59:00	998.4	22.0	18.3	13.0	885	1200	415	1200	2655.0
2019-07-28T00:19:00	998.3	21.8	18.3	13.0	910	1200	393	1200	2730.0
2019-07-28T00:39:00	998.1	21.7	18.4	13.0	939	1200	411	1200	2817.0
2019-07-28T00:59:00	998.1	21.5	18.4	13.0	902	1200	445	1200	2706.0
2019-07-28T01:19:00	998.1	21.3	18.4	13.0	869	1200	416	1200	2607.0
2019-07-28T01:39:00	998.2	21.1	18.5	13.0	845	1200	422	1200	2535.0
2019-07-28T01:59:00	998.0	20.9	18.5	12.9	896	1200	395	1200	2688.0
2019-07-28T02:19:00	998.1	20.6	18.5	12.9	852	1200	395	1200	2556.0
2019-07-28T02:39:00	997.8	20.3	18.5	12.9	863	1200	395	1200	2589.0
2019-07-28T02:59:00	997.8	20.2	18.6	12.9	872	1200	430	1200	2616.0
2019-07-28T03:19:00	998.0	20.2	18.7	12.9	893	1200	404	1200	2679.0
2019-07-28T03:39:00	997.9	20.2	18.8	12.9	823	1200	409	1200	2469.0
2019-07-28T03:59:00	997.9	20.2	18.9	13.0	903	1200	400	1200	2709.0
2019-07-28T04:19:00	998.0	20.3	19.0	13.0	867	1200	413	1200	2601.0
2019-07-28T04:39:00	998.0	20.5	18.9	13.2	814	1200	422	1200	2442.0
2019-07-28T04:59:00	997.7	20.7	19.0	13.6	848	1200	455	1200	2544.0
2019-07-28T05:19:00	997.7	21.0	19.3	13.4	838	1200	408	1200	2514.0
2019-07-28T05:39:00	997.9	21.2	19.5	14.3	885	1200	400	1200	2655.0
2019-07-28T05:59:00	997.9	21.8	20.0	14.2	845	1200	437	1200	2535.0
2019-07-28T06:19:00	998.0	22.5	20.3	14.2	885	1200	443	1200	2655.0
2019-07-28T06:39:00	998.0	23.2	20.2	14.2	857	1200	444	1200	2571.0
2019-07-28T06:59:00	998.0	24.0	20.0	14.2	822	1200	403	1200	2466.0
2019-07-28T07:19:00	998.0	24.6	19.8	14.1	889	1200	390	1200	2667.0
2019-07-28T07:39:00	997.9	25.1	19.7	13.7	897	1200	417	1200	2691.0
2019-07-28T07:59:00	997.8	25.9	19.6	13.7	893	1200	453	1200	2679.0
2019-07-28T08:19:00	997.7	26.5	19.6	13.7	888	1200	419	1200	2664.0
2019-07-28T08:39:00	997.7	27.1	19.4	13.7	900	1200	454	1200	2700.0
2019-07-28T08:59:00	997.8	27.6	19.3	13.6	885	1200	427	1200	2655.0
2019-07-28T09:19:00	997.9	28.1	19.2	13.6	895	1200	399	1200	2685.0
2019-07-28T09:39:00	997.8	28.6	19.1	13.6	819	1200	424	1200	2457.0
2019-07-28T09:59:00	997.7	29.0	19.0	13.6	824	1200	413	1200	2472.0
2019-07-28T10:19:00	997.7	29.4	19.0	13.6	844	1200	413	1200	2532.0
2019-07-28T10:39:00	997.7	29.9	19.0	13.6	847	1200	412	1200	2541.0
2019-07-28T10:59:00	997.8	30.5	18.8	13.6	921	1200	385	1200	2763.0
2019-07-28T11:19:00	997.8	30.9	18.7	13.6	863	1200	407	1200	2589.0
2019-07-28T11:39:00	997.9	31.2	18.7	13.6	859	1200	374	1200	2577.0
2019-07-28T11:59:00	997.9	31.6	18.7	13.6	905	1200	430	1200	2715.0
2019-07-28T12:19:00	998.0	31.7	18.7	13.6	873	1200	439	1200	2619.0
2019-07-28T12:39:00	998.0	31.8	18.8	13.5	890	1200	410	1200	2670.0
2019-07-28T12:59:00	998.0	32.1	18.8	13.5	844	1200	429	1200	2532.0
2019-07-28T13:19:00	998.0	32.2	18.8	13.5	883	1200	407	1200	2649.0
2019-07-28T13:39:00	998.0	32.3	18.7	13.5	861	1199	405	1200	2585.2
2019-07-28T13:59:00	998.0	32.3	18.8	13.5	897	1200	428	1200	2691.0
2019-07-28T14:19:00	998.1	32.6	18.6	13.5	867	1200	405	1200	2601.0
2019-07-28T14:39:00	998.0	32.5	18.6	13.5	843	1200	425	1200	2529.0
2019-07-28T14:59:00	997.9	32.4	18.7	13.5	829	1200	404	1200	2487.0
2019-07-28T15:19:00	998.0	32.7	18.6	13.5	848	1200	420	1200	2544.0
2019-07-28T15:39:00	998.0	32.9	18.5	13.5	875	1200	387	1200	2625.0
2019-07-28T15:59:00	997.9	33.0	18.5	13.5	898	1200	412	1199	2694.0
2019-07-28T16:19:00	998.0	33.0	18.6	13.5	849	1200	436	1200	2547.0
2019-07-28T16:39:00	998.1	33.1	18.6	13.5	843	1200	419	1200	2529.0
2019-07-28T16:59:00	998.2	33.1	18.6	13.5	833	1200	437	1200	2499.0
2019-07-28T17:19:00	998.3	33.1	18.6	13.5	853	1200	405	1200	2559.0
2019-07-28T17:39:00	998.4	33.0	18.7	13.5	845	1200	380	1200	2535.0
2019-07-28T17:59:00	998.6	32.9	18.7	13.5	921	1200	402	1200	2763.0
2019-07-28T18:19:00	998.7	32.6	18.8	13.5	834	1200	379	1200	2502.0
2019-07-28T18:39:00	998.8	32.0	18.8	13.4	843	1200	417	1200	2529.0
2019-07-28T18:59:00	998.9	31.4	18.9	13.2	927	1200	402	1200	2781.0
2019-07-28T19:19:00	999.2	30.6	18.9	13.1	831	1200	416	1200	2493.0
2019-07-28T19:39:00	999.3	29.8	19.1	13.1	863	1200	433	1200	2589.0
2019-07-28T19:59:00	999.5	29.2	19.3	13.1	866	1200	449	1200	2598.0
2019-07-28T20:19:00	999.5	28.9	19.4	13.1	837	1200	412	1200	2511.0
2019-07-28T20:39:00	999.7	28.5	19.5	13.1	921	1200	417	1200	2763.0
2019-07-28T20:59:00	999.7	28.1	19.5	13.1	828	1200	419	1200	2484.0
2019-07-28T21:19:00	999.7	27.6	19.6	13.1	808	1200	432	1199	2424.0
2019-07-28T21:39:00	999.7	27.2	19.7	13.1	845	1200	416	1200	2535.0
2019-07-28T21:59:00	999.8	26.9	19.8	13.0	857	1200	376	1200	2571.0
2019-07-28T22:19:00	999.9	26.7	19.8	13.0	797	1200	396	1200	2391.0
2019-07-28T22:39:00	1000.0	26.5	19.9	13.0	855	1200	414	1200	2565.0
2019-07-28T22:59:00	1000.1	26.3	19.9	13.0	833	1200	405	1200	2499.0
2019-07-28T23:19:00	1000.2	25.9	19.9	13.0	840	1200	407	1200	2520.0
2019-07-28T23:39:00	1000.2	25.6	20.1	13.0	864	1200	414	1200	2592.0
2019-07-28T23:59:00	1000.3	25.4	20.2	13.0	857	1200	416	1200	2571.0
2019-07-29T00:19:00	1000.5	25.3	20.3	13.0	843	1200	420	1200	2529.0
2019-07-29T00:39:00	1000.7	25.2	20.4	13.0	859	1200	446	1200	2577.0
2019-07-29T00:59:00	1000.7	25.3	20.5	13.0	839	1200	412	1200	2517.0
2019-07-29T01:19:00	1000.7	25.2	20.5	13.0	815	1200	400	1200	2445.0
2019-07-29T01:39:00	1000.5	25.1	20.5	13.0	859	1200	391	1200	2577.0
2019-07-29T01:59:00	1000.5	24.9	20.5	13.0	828	1200	424	1200	2484.0
2019-07-29T02:19:00	1000.7	24.7	20.6	12.9	880	1200	379	1200	2640.0
2019-07-29T02:39:00	1000.6	24.6	20.6	12.9	819	1200	394	1200	2457.0
2019-07-29T02:59:00	1000.8	24.4	20.6	12.9	849	1200	391	1200	2547.0
2019-07-29T03:19:00	1000.9	24.3	20.7	12.9	840	1200	392	1200	2520.0
2019-07-29T03:39:00	1000.9	24.1	20.7	12.9	838	1200	397	1200	2514.0
2019-07-29T03:59:00	1001.1	24.0	20.8	12.9	869	1200	407	1200	2607.0
2019-07-29T04:19:00	1001.3	23.9	20.9	13.0	773	1200	394	1200	2319.0
2019-07-29T04:39:00	1001.4	23.9	20.9	13.1	822	1200	404	1200	2466.0
2019-07-29T04:59:00	1001.6	24.1	20.9	13.4	850	1200	423	1200	2550.0
2019-07-29T05:19:00	1001.7	24.4	21.4	13.7	848	1200	404	1200	2544.0
2019-07-29T05:39:00	1001.9	24.9	21.9	14.1	842	1200	426	1200	2526.0
2019-07-29T05:59:00	1002.2	25.8	22.2	14.1	792	1200	398	1200	2376.0
2019-07-29T06:19:00	1002.3	26.6	21.7	14.1	829	1200	403	1200	2487.0
2019-07-29T06:39:00	1002.6	27.0	21.5	14.1	873	1200	382	1200	2619.0
2019-07-29T06:59:00	1002.7	27.2	21.3	14.1	792	1200	386	1200	2376.0
2019-07-29T07:19:00	1002.9	27.4	21.4	14.1	814	1200	385	1200	2442.0
2019-07-29T07:39:00	1003.0	27.7	21.5	14.0	834	1200	409	1200	2502.0
2019-07-29T07:59:00	1003.1	28.1	21.5	14.0	815	1200	386	1200	2445.0
2019-07-29T08:19:00	1003.2	28.8	21.5	14.0	843	1200	424	1200	2529.0
2019-07-29T08:39:00	1003.3	29.9	21.3	13.6	834	1200	387	1200	2502.0
2019-07-29T08:59:00	1003.4	31.1	20.8	13.6	824	1200	432	1200	2472.0
2019-07-29T09:19:00	1003.5	32.0	20.4	13.5	817	1200	426	1200	2451.0
2019-07-29T09:39:00	1003.5	32.5	20.1	13.5	861	1200	417	1200	2583.0
2019-07-29T09:59:00	1003.6	33.0	19.9	13.5	802	1200	386	1200	2406.0
2019-07-29T10:19:00	1003.5	33.6	19.8	13.5	828	1200	376	1200	2484.0
2019-07-29T10:39:00	1003.5	34.3	19.7	13.5	872	1200	374	1200	2616.0
2019-07-29T10:59:00	1003.4	35.2	19.3	13.4	863	1200	419	1200	2589.0
2019-07-29T11:19:00	1003.3	35.7	19.2	13.4	845	1200	410	1200	2535.0
2019-07-29T11:39:00	1003.3	36.2	19.1	13.4	796	1200	386	1200	2388.0
2019-07-29T11:59:00	1003.2	36.2	19.1	13.4	819	1200	396	1200	2457.0
2019-07-29T12:19:00	1003.2	36.2	19.1	13.4	830	1200	375	1199	2490.0
2019-07-29T12:39:00	1003.1	36.4	19.3	13.4	871	1200	368	1200	2613.0
2019-07-29T12:59:00	1003.1	36.2	19.1	13.4	888	1200	394	1200	2664.0
2019-07-29T13:19:00	1002.9	35.1	19.2	13.4	880	1200	422	1200	2640.0
2019-07-29T13:39:00	1003.0	34.5	19.6	13.5	831	1200	414	1200	2493.0
2019-07-29T13:59:00	1002.9	34.1	19.8	13.5	849	1200	388	1200	2547.0
2019-07-29T14:19:00	1002.8	33.6	19.9	13.5	843	1200	381	1200	2529.0
2019-07-29T14:39:00	1003.0	33.2	20.0	13.5	791	1200	390	1200	2373.0
2019-07-29T14:59:00	1002.9	32.4	20.1	13.5	808	1200	371	1200	2424.0
2019-07-29T15:19:00	1003.7	31.6	20.3	13.3	785	1200	418	1200	2355.0
2019-07-29T15:39:00	1004.1	30.6	20.4	13.2	836	1200	363	1200	2508.0
2019-07-29T15:59:00	1004.2	29.5	20.5	13.1	798	1200	360	1200	2394.0
2019-07-29T16:19:00	1004.2	28.5	20.8	13.1	793	1200	418	1200	2379.0
2019-07-29T16:39:00	1004.6	27.8	21.0	13.1	832	1200	367	1200	2496.0
2019-07-29T16:59:00	1004.7	27.2	21.1	13.1	749	1200	381	1200	2247.0
2019-07-29T17:19:00	1004.5	26.6	21.3	13.1	821	1200	439	1200	2463.0
2019-07-29T17:39:00	1004.3	26.1	21.5	13.2	835	1200	418	1200	2505.0
2019-07-29T17:59:00	1004.2	25.8	21.7	13.1	785	1200	398	1200	2355.0
2019-07-29T18:19:00	1004.0	25.6	21.7	13.1	795	1200	412	1200	2385.0
